ID,noweight,DOB,admin_date,gender,educ,ethnic,region,demo_wt,sege_sum,sege_sum_w,rlne_sum,rlne_sum_w,rhme_sum,rhme_sum_w,snwe_sum,snwe_sum_w,lswe_sum,lswe_sum_w,lske_sum,lske_sum_w
262053,,9/28/2012,9/20/2019,female,college_plus,white_asian_other,northeast_south,1.0540966261043834,18,16,89,70,21,16,19,15,21,16,30,23
262054,,5/5/2014,9/20/2019,male,college_plus,white_asian_other,northeast_south,1.1262739550534937,13,12,53,45,4,3,7,6,11,9,14,12
262055,,9/18/2013,9/23/2019,male,college_plus,white_asian_other,midwest_west,0.9804988569883356,18,15,60,44,22,16,15,11,15,11,23,16
262056,,7/20/2012,9/23/2019,male,college_plus,white_asian_other,midwest_west,0.9804988569883356,22,18,90,66,21,15,13,9,23,16,30,22
262057,,9/27/2013,9/25/2019,male,college_plus,white_asian_other,northeast_south,1.1262739550534937,19,18,64,54,10,8,19,16,15,12,28,23
262061,,3/1/2014,9/30/2019,female,college_plus,white_asian_other,northeast_south,1.0540966261043834,8,7,37,29,2,2,12,9,13,10,14,11
262063,1,12/26/2013,9/25/2019,female,college_plus,white_asian_other,northeast_south,1.0540966261043834,,,20,15,4,3,1,1,8,6,10,7
262071,,1/10/2013,10/4/2019,male,college_plus,white_asian_other,northeast_south,1.1262739550534937,19,18,48,41,24,20,19,16,34,28,29,24
269001,1,7/13/2011,7/11/2019,male,college_plus,white_asian_other,northeast_south,1.1262739550534937,20,17,68,51,19,14,17,12,27,20,23,17
269011,,4/24/2012,8/18/2019,male,college_plus,white_asian_other,northeast_south,1.1262739550534937,23,22,82,69,28,23,25,21,37,30,33,27
269012,,7/2/2013,9/9/2019,male,college_plus,white_asian_other,northeast_south,1.1262739550534937,19,18,68,57,23,19,17,14,19,16,29,24
269013,,1/15/2012,9/9/2019,female,college_plus,white_asian_other,northeast_south,1.0540966261043834,23,20,79,62,27,21,23,18,37,29,32,25
302001,1,2/6/2013,7/26/2019,male,college_plus,white_asian_other,northeast_south,1.1262739550534937,14,12,28,21,21,15,18,13,18,13,28,20
302002,,6/26/2013,8/5/2019,male,college_plus,hispanic,northeast_south,0.9551728082406651,10,8,44,32,7,5,11,8,25,17,19,13
302005,,1/25/2012,7/25/2019,male,college_plus,white_asian_other,northeast_south,1.1262739550534937,20,19,56,47,23,19,18,15,31,26,30,25
302006,,5/18/2012,7/1/2019,female,college_plus,white_asian_other,northeast_south,1.0540966261043834,22,19,79,62,22,17,22,17,32,25,29,22
302007,1,3/23/2012,7/23/2019,male,college_plus,black,northeast_south,0.8176935604853233,15,12,72,54,20,15,18,13,24,18,22,16
305005,,8/20/2012,7/6/2019,male,college_plus,white_asian_other,midwest_west,0.9804988569883356,22,18,85,63,23,16,19,14,35,25,30,22
305011,,5/12/2014,7/12/2019,female,college_plus,white_asian_other,midwest_west,0.9176635332933009,20,15,55,38,16,11,11,7,12,8,12,8
305014,,11/22/2012,7/24/2019,female,college_plus,white_asian_other,midwest_west,0.9176635332933009,23,18,65,45,24,16,18,12,29,19,31,21
305019,,6/19/2012,7/17/2019,female,college_plus,white_asian_other,midwest_west,0.9176635332933009,16,12,74,51,24,16,28,19,37,25,32,21
305020,,9/30/2012,7/17/2019,male,college_plus,white_asian_other,midwest_west,0.9804988569883356,15,12,59,43,3,2,11,8,16,11,20,14
305026,,12/2/2012,7/26/2019,female,college_plus,white_asian_other,midwest_west,0.9176635332933009,16,12,91,63,26,17,24,16,37,25,33,22
309014,,9/11/2012,8/17/2019,female,no_college,black,northeast_south,0.9293140684001902,18,14,28,20,18,12,13,9,13,9,18,12
309015,,3/31/2012,8/17/2019,male,college_plus,white_asian_other,northeast_south,1.1262739550534937,25,23,97,82,30,25,21,17,36,30,33,27
309021,,4/8/2012,8/19/2019,female,college_plus,white_asian_other,northeast_south,1.0540966261043834,23,20,57,45,27,21,18,14,34,26,30,23
309026,,5/2/2013,8/22/2019,female,college_plus,white_asian_other,northeast_south,1.0540966261043834,10,9,54,43,23,18,13,10,18,14,33,25
309033,,7/25/2014,8/30/2019,male,no_college,black,northeast_south,0.9929471410719494,24,20,33,25,17,12,17,12,8,6,25,18
309035,,11/12/2013,8/30/2019,female,no_college,black,northeast_south,0.9293140684001902,12,9,39,27,1,1,9,6,11,7,14,10
309036,,2/17/2014,8/30/2019,female,no_college,black,northeast_south,0.9293140684001902,10,8,42,29,1,1,1,1,9,6,9,6
309043,,1/1/2013,9/6/2019,female,college_plus,white_asian_other,northeast_south,1.0540966261043834,21,18,61,48,9,7,12,9,20,15,15,12
310005,,5/13/2012,9/17/2019,female,college_plus,white_asian_other,midwest_west,0.9176635332933009,21,16,51,35,9,6,14,9,15,10,21,14
310007,,10/10/2011,10/7/2019,female,no_college,hispanic,midwest_west,0.9450546757630534,17,13,77,55,6,4,11,8,28,19,30,21
310008,,11/18/2011,10/10/2019,male,college_plus,white_asian_other,midwest_west,0.9804988569883356,20,16,80,59,18,13,17,12,33,24,30,22
310009,,1/12/2012,10/15/2019,female,no_college,white_asian_other,midwest_west,1.1143433504707432,16,15,99,83,30,24,21,17,37,30,32,26
310010,,10/26/2011,10/21/2019,female,college_plus,hispanic,midwest_west,0.7782540386225849,17,11,88,51,13,7,14,8,32,18,32,18
310011,,11/18/2011,10/24/2019,female,college_plus,white_asian_other,midwest_west,0.9176635332933009,20,15,95,65,27,18,26,17,37,25,33,22
310012,,8/21/2013,11/5/2019,male,college_plus,hispanic,midwest_west,0.8315435534170977,9,6,56,35,12,7,11,7,16,10,17,10
310013,,1/9/2013,11/14/2019,female,college_plus,hispanic,midwest_west,0.7782540386225849,19,12,55,32,8,5,13,7,19,11,29,17
310014,,5/21/2012,11/14/2019,female,college_plus,white_asian_other,midwest_west,0.9176635332933009,20,15,90,62,23,15,26,17,36,24,33,22
310017,,12/21/2011,11/20/2019,male,no_college,white_asian_other,midwest_west,1.1906459631320008,18,18,87,78,24,21,29,25,37,32,33,29
310019,,12/13/2012,12/2/2019,male,college_plus,white_asian_other,midwest_west,0.9804988569883356,18,15,60,44,26,19,17,12,20,14,30,22
310022,,3/1/2013,12/3/2019,male,college_plus,hispanic,midwest_west,0.8315435534170977,19,13,50,31,19,12,17,10,22,13,29,18
313003,,7/18/2012,11/2/2019,female,college_plus,white_asian_other,midwest_west,0.9176635332933009,22,17,75,52,23,15,19,13,33,22,24,16
314007,,11/2/2011,12/28/2019,female,college_plus,hispanic,midwest_west,0.7782540386225849,20,13,87,51,29,17,27,15,37,21,32,18
314008,1,7/17/2012,12/29/2019,male,college_plus,white_asian_other,midwest_west,0.9804988569883356,16,13,62,46,11,8,20,15,35,26,31,23
314010,,8/26/2011,12/30/2019,male,college_plus,white_asian_other,midwest_west,0.9804988569883356,22,18,75,55,23,16,20,14,30,22,26,19
314012,1,3/26/2012,1/4/2020,male,college_plus,white_asian_other,midwest_west,0.9804988569883356,14,12,46,34,13,10,11,8,27,20,21,15
314014,,12/5/2011,1/6/2020,male,college_plus,hispanic,midwest_west,0.8315435534170977,22,15,90,56,27,16,22,13,37,22,33,20
315001,,8/8/2012,10/24/2019,female,no_college,hispanic,midwest_west,0.9450546757630534,22,17,87,62,27,19,28,19,36,25,33,23
315002,1,5/31/2012,10/24/2019,female,no_college,hispanic,midwest_west,0.9450546757630534,15,12,35,26,7,5,11,8,18,13,22,16
315003,,7/18/2013,11/1/2019,male,no_college,hispanic,midwest_west,1.0097655575913482,21,18,82,62,20,15,17,13,21,16,16,12
315004,,12/11/2011,11/15/2019,female,no_college,hispanic,midwest_west,0.9450546757630534,24,19,83,59,24,17,25,17,36,25,33,23
315005,,5/29/2013,11/22/2019,male,no_college,hispanic,midwest_west,1.0097655575913482,20,17,45,34,9,7,11,8,20,15,28,21
315006,,3/18/2014,11/20/2019,female,no_college,white_asian_other,midwest_west,1.1143433504707432,1,1,25,21,1,1,5,4,5,4,10,8
315008,1,1/27/2012,11/15/2019,male,no_college,hispanic,midwest_west,1.0097655575913482,22,18,84,63,12,9,16,12,32,23,29,21
315009,,6/19/2013,11/1/2019,male,college_plus,white_asian_other,midwest_west,0.9804988569883356,14,11,52,38,20,14,8,6,15,11,15,11
315010,,1/27/2014,11/20/2019,female,no_college,hispanic,midwest_west,0.9450546757630534,1,1,47,33,1,1,10,7,12,8,15,10
315011,,6/12/2012,11/15/2019,female,no_college,hispanic,midwest_west,0.9450546757630534,22,17,83,59,24,17,21,15,35,24,32,22
315012,,6/4/2014,11/21/2019,female,no_college,hispanic,midwest_west,0.9450546757630534,11,9,60,43,3,2,11,8,13,9,12,8
315013,,2/18/2012,11/21/2019,female,no_college,white_asian_other,midwest_west,1.1143433504707432,22,20,64,53,15,12,18,15,25,20,30,24
315014,,2/11/2013,11/15/2019,female,no_college,white_asian_other,midwest_west,1.1143433504707432,23,21,73,61,16,13,19,15,37,30,32,26
315015,,2/14/2012,12/12/2019,male,no_college,white_asian_other,midwest_west,1.1906459631320008,23,23,65,58,20,17,19,17,30,26,23,20
315016,,11/3/2013,12/13/2019,female,no_college,hispanic,midwest_west,0.9450546757630534,9,7,49,35,3,2,11,8,12,8,13,9
315017,,2/1/2014,12/13/2019,female,no_college,hispanic,midwest_west,0.9450546757630534,9,7,45,32,3,2,11,8,17,12,15,10
315018,1,9/29/2011,12/16/2019,female,no_college,white_asian_other,midwest_west,1.1143433504707432,21,17,80,60,20,15,21,15,31,23,26,19
315019,,7/9/2013,12/17/2019,female,no_college,hispanic,midwest_west,0.9450546757630534,22,17,65,46,11,8,16,11,21,15,22,15
315020,,3/20/2013,12/17/2019,female,no_college,white_asian_other,midwest_west,1.1143433504707432,22,20,75,63,18,15,12,10,19,15,18,15
316003,,11/25/2011,11/16/2019,female,college_plus,white_asian_other,midwest_west,0.9176635332933009,24,18,91,63,30,20,30,20,37,25,32,21
316004,,6/5/2014,11/29/2019,female,college_plus,white_asian_other,midwest_west,0.9176635332933009,10,8,20,14,1,1,12,8,12,8,6,4
317005,,12/29/2011,11/7/2019,male,college_plus,white_asian_other,midwest_west,0.9804988569883356,21,17,54,40,6,4,18,13,28,20,25,18
317008,,11/19/2013,11/3/2019,male,college_plus,hispanic,midwest_west,0.8315435534170977,13,9,40,25,22,13,5,3,10,6,9,5
317011,,11/30/2012,11/14/2019,male,college_plus,hispanic,midwest_west,0.8315435534170977,16,11,88,55,22,13,17,10,21,13,27,16
317016,1,6/14/2012,1/21/2020,female,college_plus,white_asian_other,midwest_west,0.9176635332933009,21,17,54,40,12,9,16,12,32,23,25,18
318006,1,1/31/2013,11/20/2019,female,college_plus,white_asian_other,northeast_south,1.0540966261043834,7,6,24,18,4,3,10,7,12,9,12,9
318015,,3/30/2013,12/23/2019,male,college_plus,white_asian_other,northeast_south,1.1262739550534937,23,22,80,68,27,22,24,20,35,29,32,26
318018,,7/16/2012,12/31/2019,male,college_plus,white_asian_other,northeast_south,1.1262739550534937,24,22,89,75,25,21,25,21,35,29,31,26
318019,,5/5/2013,12/30/2019,male,college_plus,white_asian_other,northeast_south,1.1262739550534937,20,19,50,42,18,15,23,19,29,24,30,25
318021,1,2/11/2014,1/8/2020,male,college_plus,white_asian_other,northeast_south,1.1262739550534937,7,6,43,32,2,1,6,4,11,8,14,10
318022,,5/31/2012,1/10/2020,male,college_plus,white_asian_other,northeast_south,1.1262739550534937,21,20,91,77,27,22,28,23,35,29,33,27
318023,,3/24/2014,1/10/2020,male,college_plus,white_asian_other,northeast_south,1.1262739550534937,20,19,67,57,16,13,16,13,22,18,25,21
318024,1,9/6/2011,1/17/2020,male,no_college,white_asian_other,northeast_south,1.3676645601445174,23,19,60,45,7,5,18,13,28,20,22,16
318025,,7/18/2013,1/18/2020,female,college_plus,white_asian_other,northeast_south,1.0540966261043834,19,17,33,26,23,18,11,8,18,14,19,15
318026,,10/21/2011,1/18/2020,male,college_plus,white_asian_other,northeast_south,1.1262739550534937,24,22,96,81,30,25,21,17,37,30,33,27
318027,,3/28/2014,1/23/2020,female,college_plus,white_asian_other,northeast_south,1.0540966261043834,20,18,60,47,18,14,13,10,18,14,28,22
319001,,9/25/2011,12/28/2019,male,college_plus,hispanic,midwest_west,0.8315435534170977,22,15,33,21,23,14,20,12,34,21,32,19
321012,,6/4/2012,12/7/2019,female,no_college,hispanic,northeast_south,1.0855601307713854,24,22,98,80,25,20,29,23,36,29,33,26
323003,1,7/8/2014,1/14/2020,male,no_college,black,northeast_south,0.9929471410719494,1,1,33,25,1,1,1,1,4,3,6,4
323010,,5/3/2013,1/17/2020,female,no_college,black,northeast_south,0.9293140684001902,17,13,69,48,23,16,20,14,33,22,31,21
325008,1,3/4/2014,1/27/2020,female,no_college,white_asian_other,midwest_west,1.1143433504707432,3,2,31,23,8,6,14,10,15,11,18,13
326006,,9/5/2013,12/16/2019,male,no_college,hispanic,northeast_south,1.1598918653698476,3,3,7,6,6,5,5,4,7,6,5,4
326023,,8/7/2014,2/13/2020,male,no_college,white_asian_other,northeast_south,1.3676645601445174,1,1,26,27,1,1,1,1,8,8,1,1
326025,1,6/5/2014,2/14/2020,male,no_college,hispanic,northeast_south,1.1598918653698476,1,1,21,16,1,1,9,7,7,5,7,5
326026,1,5/1/2013,2/20/2020,male,no_college,white_asian_other,northeast_south,1.3676645601445174,1,1,28,21,1,1,4,3,9,7,4,3
326027,1,3/23/2013,2/20/2020,female,no_college,white_asian_other,northeast_south,1.2800177008642613,1,1,12,9,2,1,3,2,6,4,3,2
327004,1,11/27/2013,12/11/2019,female,no_college,hispanic,midwest_west,0.9450546757630534,18,15,32,24,1,1,9,7,10,7,15,11
327007,1,10/23/2012,12/12/2019,male,no_college,white_asian_other,midwest_west,1.1906459631320008,22,18,24,18,5,4,8,6,9,7,18,13
327013,,10/27/2013,1/13/2020,female,no_college,hispanic,midwest_west,0.9450546757630534,13,10,31,22,1,1,11,8,14,10,14,10
327024,1,7/2/2013,1/15/2020,female,college_plus,white_asian_other,midwest_west,0.9176635332933009,23,19,46,34,4,3,14,10,13,10,24,18
327025,,4/10/2014,1/25/2020,male,college_plus,white_asian_other,midwest_west,0.9804988569883356,2,2,55,40,10,7,9,6,14,10,19,14
327033,,12/30/2013,2/18/2020,male,no_college,white_asian_other,midwest_west,1.1906459631320008,21,21,57,51,21,18,17,15,21,18,21,18
327038,,9/2/2011,2/20/2020,male,college_plus,white_asian_other,midwest_west,0.9804988569883356,22,18,85,63,25,18,26,19,37,27,32,23
327041,,2/26/2013,2/20/2020,female,college_plus,white_asian_other,midwest_west,0.9176635332933009,25,19,104,72,22,15,23,15,30,20,23,15
328001,,5/16/2012,3/4/2020,male,college_plus,white_asian_other,northeast_south,1.1262739550534937,21,20,118,100,26,21,26,21,36,30,33,27
328003,1,3/26/2012,3/6/2020,female,college_plus,hispanic,northeast_south,0.8939605057859238,23,19,85,64,26,19,20,15,31,23,33,24
328004,1,10/28/2011,3/9/2020,male,no_college,white_asian_other,northeast_south,1.3676645601445174,22,18,68,51,26,19,21,15,31,23,28,20
328005,,3/29/2013,3/10/2020,female,college_plus,white_asian_other,northeast_south,1.0540966261043834,24,21,75,59,26,20,18,14,25,19,32,25
328006,1,11/21/2011,3/11/2020,female,college_plus,white_asian_other,northeast_south,1.0540966261043834,23,19,102,76,28,20,29,21,36,26,32,23
328007,,8/30/2012,3/11/2020,female,no_college,white_asian_other,northeast_south,1.2800177008642613,23,24,68,65,25,23,17,16,24,22,31,29
328008,,10/8/2011,3/12/2020,male,no_college,white_asian_other,northeast_south,1.3676645601445174,20,23,117,120,25,25,25,25,36,36,32,32
328009,,11/3/2012,3/12/2020,female,college_plus,white_asian_other,northeast_south,1.0540966261043834,20,18,72,57,20,15,18,14,20,15,28,22
331001,,3/12/2014,1/3/2020,female,college_plus,white_asian_other,northeast_south,1.0540966261043834,20,18,48,38,19,15,16,12,15,12,23,18
333011,,2/26/2014,2/5/2020,male,college_plus,white_asian_other,northeast_south,1.1262739550534937,18,17,74,63,5,4,18,15,20,16,28,23
333013,,9/16/2013,2/25/2020,female,college_plus,white_asian_other,northeast_south,1.0540966261043834,19,17,72,57,18,14,12,9,20,15,23,18
336006,1,6/23/2013,2/5/2020,female,college_plus,hispanic,northeast_south,0.8939605057859238,17,14,26,19,16,12,15,11,23,17,29,21
336014,1,7/22/2014,2/17/2020,female,college_plus,hispanic,northeast_south,0.8939605057859238,10,8,25,19,3,2,19,14,17,12,19,14
338003,1,6/14/2014,12/12/2019,male,college_plus,white_asian_other,midwest_west,0.9804988569883356,14,12,11,8,2,1,8,6,5,4,7,5
338005,1,4/11/2014,12/17/2019,female,college_plus,white_asian_other,midwest_west,0.9176635332933009,12,10,27,20,2,1,2,1,10,7,2,1
338007,1,3/20/2014,12/17/2019,male,no_college,white_asian_other,midwest_west,1.1906459631320008,15,12,41,31,15,11,10,7,14,10,12,9
348002,,12/23/2013,3/12/2021,male,no_college,white_asian_other,northeast_south,1.3676645601445174,16,18,90,92,28,28,22,22,34,34,29,29
348003,,3/17/2014,1/29/2021,male,no_college,white_asian_other,northeast_south,1.3676645601445174,22,25,93,95,30,30,23,23,33,33,32,32
348004,,1/12/2014,1/21/2021,female,no_college,white_asian_other,northeast_south,1.2800177008642613,22,23,89,85,30,28,25,23,32,30,31,29
348005,,10/1/2013,1/28/2021,female,no_college,white_asian_other,northeast_south,1.2800177008642613,18,19,91,87,22,21,19,18,32,30,29,27
348006,,10/2/2013,1/21/2021,female,no_college,white_asian_other,northeast_south,1.2800177008642613,20,21,83,80,30,28,29,27,36,34,32,30
364003,,4/20/2015,3/11/2021,male,college_plus,hispanic,midwest_west,0.8315435534170977,8,6,37,23,1,1,10,6,10,6,9,5
364004,,4/1/2014,3/12/2021,male,college_plus,white_asian_other,midwest_west,0.9804988569883356,23,19,54,40,19,14,15,11,18,13,26,19
364005,1,4/13/2014,3/12/2021,male,college_plus,hispanic,midwest_west,0.8315435534170977,15,12,68,51,23,17,24,18,28,20,18,13
364006,1,11/1/2013,3/12/2021,female,college_plus,white_asian_other,midwest_west,0.9176635332933009,18,15,60,45,23,17,19,14,23,17,22,16
364007,,1/13/2013,3/12/2021,female,college_plus,white_asian_other,midwest_west,0.9176635332933009,22,17,103,71,27,18,28,19,35,23,29,19
364008,1,3/3/2013,3/12/2021,male,college_plus,white_asian_other,midwest_west,0.9804988569883356,22,18,85,64,26,19,27,20,37,27,33,24
364009,,9/5/2012,3/12/2021,female,no_college,hispanic,midwest_west,0.9450546757630534,24,19,107,76,29,20,31,21,37,26,32,22
365005,1,7/31/2012,3/15/2021,female,college_plus,black,northeast_south,0.7652916232569021,20,17,83,62,21,15,16,12,32,23,31,23
365006,1,4/18/2015,3/18/2021,female,no_college,black,northeast_south,0.9293140684001902,,,36,27,6,4,1,1,13,10,8,6
365008,,4/18/2013,3/16/2021,female,college_plus,hispanic,northeast_south,0.8939605057859238,22,16,92,62,24,16,21,14,34,22,29,19
365011,1,6/18/2014,3/22/2021,female,no_college,hispanic,northeast_south,1.0855601307713854,11,9,32,24,16,12,5,4,9,7,5,4
365012,1,4/10/2012,3/15/2021,female,no_college,hispanic,northeast_south,1.0855601307713854,20,17,58,43,11,8,14,10,34,25,31,23
365016,,7/31/2013,3/18/2021,female,college_plus,white_asian_other,northeast_south,1.0540966261043834,19,17,58,46,21,16,20,15,36,28,32,25
365017,,7/31/2012,3/19/2021,male,college_plus,hispanic,northeast_south,0.9551728082406651,21,17,101,72,22,15,19,13,37,26,33,23
365018,,7/2/2013,3/22/2021,female,college_plus,black,northeast_south,0.7652916232569021,20,13,59,34,23,13,14,8,21,12,23,13
365019,,12/2/2013,3/25/2021,male,college_plus,hispanic,northeast_south,0.9551728082406651,21,17,64,46,20,14,19,13,35,24,32,22
365020,,3/26/2013,3/19/2021,female,college_plus,hispanic,northeast_south,0.8939605057859238,23,17,83,56,22,14,29,19,36,24,33,22
365021,,6/1/2013,3/25/2021,female,college_plus,white_asian_other,northeast_south,1.0540966261043834,22,19,78,62,25,19,30,23,37,29,33,25
365022,,5/5/2013,3/19/2021,female,no_college,hispanic,northeast_south,1.0855601307713854,21,19,79,64,30,24,22,17,36,29,33,26
365023,,3/27/2013,3/22/2021,female,college_plus,black,northeast_south,0.7652916232569021,21,13,71,41,27,15,29,16,37,21,33,18
