version,norm_rater,raw,t_score,CI90,CI95,risk_level,percentile
TODE,child-parent,54,55,51 - 59,51 - 59,Moderately high risk,69
TODE,child-parent,55,55,51 - 59,51 - 59,Moderately high risk,69
TODE,child-parent,56,56,52 - 60,52 - 60,Moderately high risk,73
TODE,child-parent,57,57,53 - 61,53 - 61,High risk,76
TODE,child-parent,58,58,54 - 62,54 - 62,High risk,79
TODE,child-parent,59,58,54 - 62,54 - 62,High risk,79
TODE,child-parent,60,59,55 - 63,55 - 63,High risk,82
TODE,child-parent,61,60,56 - 64,56 - 64,High risk,84
TODE,child-parent,62,60,56 - 64,56 - 64,High risk,84
TODE,child-parent,63,61,57 - 65,57 - 65,High risk,86
TODE,child-parent,64,62,58 - 66,58 - 66,High risk,88
TODE,child-parent,65,62,58 - 66,58 - 66,High risk,88
TODE,child-parent,66,63,59 - 67,59 - 67,Very high risk,90
TODE,child-parent,67,63,59 - 67,59 - 67,Very high risk,90
TODE,child-parent,68,64,60 - 68,60 - 68,Very high risk,92
TODE,child-parent,69,65,61 - 69,61 - 69,Very high risk,93
TODE,child-parent,70,66,62 - 70,62 - 70,Very high risk,95
TODE,child-parent,71,66,62 - 70,62 - 70,Very high risk,95
TODE,child-parent,72,66,62 - 70,62 - 70,Very high risk,95
TODE,child-parent,73,68,64 - 72,64 - 72,Very high risk,96
TODE,child-parent,74,68,64 - 72,64 - 72,Very high risk,96
TODE,child-parent,75,69,65 - 73,65 - 73,Very high risk,97
TODE,child-parent,76,69,65 - 73,65 - 73,Very high risk,97
TODE,child-parent,77,70,66 - 74,66 - 74,Extremely high risk,98
TODE,child-parent,78,70,66 - 74,66 - 74,Extremely high risk,98
TODE,child-parent,79,70,66 - 74,66 - 74,Extremely high risk,98
TODE,child-parent,80,70,66 - 74,66 - 74,Extremely high risk,98
TODE,child-parent,81,70,66 - 74,66 - 74,Extremely high risk,98
TODE,child-parent,82,73,69 - 77,69 - 77,Extremely high risk,99
TODE,child-parent,83,73,69 - 77,69 - 77,Extremely high risk,99
TODE,child-parent,84,73,69 - 77,69 - 77,Extremely high risk,99
TODE,child-parent,85,73,69 - 77,69 - 77,Extremely high risk,99
TODE,child-parent,86,73,69 - 77,69 - 77,Extremely high risk,99
TODE,child-parent,87,73,69 - 77,69 - 77,Extremely high risk,99
TODE,child-parent,88,73,69 - 77,69 - 77,Extremely high risk,99
TODE,child-parent,89,73,69 - 77,69 - 77,Extremely high risk,99
TODE,child-parent,90,73,69 - 77,69 - 77,Extremely high risk,99
TODE,child-parent,91,73,69 - 77,69 - 77,Extremely high risk,99
TODE,child-parent,92,73,69 - 77,69 - 77,Extremely high risk,99
TODE,child-parent,93,73,69 - 77,69 - 77,Extremely high risk,99
TODE,child-parent,94,73,69 - 77,69 - 77,Extremely high risk,99
TODE,child-parent,95,73,69 - 77,69 - 77,Extremely high risk,99
TODE,child-parent,96,73,69 - 77,69 - 77,Extremely high risk,99
TODE,child-parent,97,73,69 - 77,69 - 77,Extremely high risk,99
TODE,child-parent,98,73,69 - 77,69 - 77,Extremely high risk,99
TODE,child-parent,99,73,69 - 77,69 - 77,Extremely high risk,99
TODE,child-parent,100,73,69 - 77,69 - 77,Extremely high risk,99
TODE,child-parent,101,73,69 - 77,69 - 77,Extremely high risk,99
TODE,child-parent,102,73,69 - 77,69 - 77,Extremely high risk,99
TODE,child-parent,103,73,69 - 77,69 - 77,Extremely high risk,99
TODE,child-parent,104,73,69 - 77,69 - 77,Extremely high risk,99
TODE,child-parent,105,73,69 - 77,69 - 77,Extremely high risk,99
TODE,child-parent,106,73,69 - 77,69 - 77,Extremely high risk,99
TODE,child-parent,107,73,69 - 77,69 - 77,Extremely high risk,99
TODE,child-parent,108,73,69 - 77,69 - 77,Extremely high risk,99
TODE,child-teacher,26,40,40 - 43,40 - 43,Very low risk,16
TODE,child-teacher,27,40,40 - 43,40 - 43,Very low risk,16
TODE,child-teacher,28,40,40 - 43,40 - 43,Very low risk,16
TODE,child-teacher,29,40,40 - 43,40 - 43,Very low risk,16
TODE,child-teacher,30,40,40 - 43,40 - 43,Very low risk,16
TODE,child-teacher,31,40,40 - 43,40 - 43,Very low risk,16
TODE,child-teacher,32,41,40 - 44,40 - 44,Very low risk,18
TODE,child-teacher,33,42,40 - 45,40 - 45,Very low risk,21
TODE,child-teacher,34,43,40 - 46,40 - 46,Very low risk,24
TODE,child-teacher,35,44,41 - 47,41 - 47,Moderately low risk,27
TODE,child-teacher,36,44,41 - 47,41 - 47,Moderately low risk,27
TODE,child-teacher,37,44,41 - 47,41 - 47,Moderately low risk,27
TODE,child-teacher,38,45,42 - 48,42 - 48,Moderately low risk,31
TODE,child-teacher,39,45,42 - 48,42 - 48,Moderately low risk,31
TODE,child-teacher,40,46,43 - 49,43 - 49,Moderately low risk,34
TODE,child-teacher,41,47,44 - 50,44 - 50,Moderately low risk,38
TODE,child-teacher,42,47,44 - 50,44 - 50,Moderately low risk,38
TODE,child-teacher,43,48,45 - 51,45 - 51,Moderately low risk,42
TODE,child-teacher,44,48,45 - 51,45 - 51,Moderately low risk,42
TODE,child-teacher,45,49,46 - 52,46 - 52,Moderately low risk,46
TODE,child-teacher,46,49,46 - 52,46 - 52,Moderately low risk,46
TODE,child-teacher,47,49,46 - 52,46 - 52,Moderately low risk,46
TODE,child-teacher,48,49,46 - 52,46 - 52,Moderately low risk,46
TODE,child-teacher,49,50,47 - 53,47 - 53,Moderately high risk,50
TODE,child-teacher,50,51,48 - 54,48 - 54,Moderately high risk,54
TODE,child-teacher,51,51,48 - 54,48 - 54,Moderately high risk,54
TODE,child-teacher,52,52,49 - 55,49 - 55,Moderately high risk,58
TODE,child-teacher,53,52,49 - 55,49 - 55,Moderately high risk,58
TODE,child-teacher,54,54,51 - 57,51 - 57,Moderately high risk,66
TODE,child-teacher,55,55,52 - 58,52 - 58,Moderately high risk,69
TODE,child-teacher,56,56,53 - 59,53 - 59,Moderately high risk,73
TODE,child-teacher,57,57,54 - 60,54 - 60,High risk,76
TODE,child-teacher,58,58,55 - 61,55 - 61,High risk,79
TODE,child-teacher,59,59,56 - 62,56 - 62,High risk,82
TODE,child-teacher,60,59,56 - 62,56 - 62,High risk,82
TODE,child-teacher,61,60,57 - 63,57 - 63,High risk,84
TODE,child-teacher,62,60,57 - 63,57 - 63,High risk,84
TODE,child-teacher,63,61,58 - 64,58 - 64,High risk,86
TODE,child-teacher,64,61,58 - 64,58 - 64,High risk,86
TODE,child-teacher,65,62,59 - 65,59 - 65,High risk,88
TODE,child-teacher,66,63,60 - 66,60 - 66,Very high risk,90
TODE,child-teacher,67,64,61 - 67,61 - 67,Very high risk,92
TODE,child-teacher,68,64,61 - 67,61 - 67,Very high risk,92
TODE,child-teacher,69,64,61 - 67,61 - 67,Very high risk,92
TODE,child-teacher,70,64,61 - 67,61 - 67,Very high risk,92
TODE,child-teacher,71,64,61 - 67,61 - 67,Very high risk,92
TODE,child-teacher,72,66,63 - 69,63 - 69,Very high risk,95
TODE,child-teacher,73,66,63 - 69,63 - 69,Very high risk,95
TODE,child-teacher,74,67,64 - 70,64 - 70,Very high risk,96
TODE,child-teacher,75,68,65 - 71,65 - 71,Very high risk,96
TODE,child-teacher,76,68,65 - 71,65 - 71,Very high risk,96
TODE,child-teacher,77,70,67 - 73,67 - 73,Extremely high risk,98
TODE,child-teacher,78,70,67 - 73,67 - 73,Extremely high risk,98
TODE,child-teacher,79,71,68 - 74,68 - 74,Extremely high risk,98
TODE,child-teacher,80,73,70 - 76,70 - 76,Extremely high risk,99
TODE,child-teacher,81,73,70 - 76,70 - 76,Extremely high risk,99
TODE,child-teacher,82,73,70 - 76,70 - 76,Extremely high risk,99
TODE,child-teacher,83,73,70 - 76,70 - 76,Extremely high risk,99
TODE,child-teacher,84,73,70 - 76,70 - 76,Extremely high risk,99
TODE,child-teacher,85,73,70 - 76,70 - 76,Extremely high risk,99
TODE,child-teacher,86,73,70 - 76,70 - 76,Extremely high risk,99
TODE,child-teacher,87,77,74 - 80,74 - 80,Extremely high risk,>99
TODE,child-teacher,88,77,74 - 80,74 - 80,Extremely high risk,>99
TODE,child-teacher,89,77,74 - 80,74 - 80,Extremely high risk,>99
TODE,child-teacher,90,77,74 - 80,74 - 80,Extremely high risk,>99
TODE,child-teacher,91,77,74 - 80,74 - 80,Extremely high risk,>99
TODE,child-teacher,92,77,74 - 80,74 - 80,Extremely high risk,>99
TODE,child-teacher,93,77,74 - 80,74 - 80,Extremely high risk,>99
TODE,child-teacher,94,77,74 - 80,74 - 80,Extremely high risk,>99
TODE,child-teacher,95,77,74 - 80,74 - 80,Extremely high risk,>99
TODE,child-teacher,96,77,74 - 80,74 - 80,Extremely high risk,>99
TODE,child-teacher,97,77,74 - 80,74 - 80,Extremely high risk,>99
TODE,child-teacher,98,77,74 - 80,74 - 80,Extremely high risk,>99
TODE,child-teacher,99,77,74 - 80,74 - 80,Extremely high risk,>99
TODE,child-teacher,100,77,74 - 80,74 - 80,Extremely high risk,>99
TODE,child-teacher,101,77,74 - 80,74 - 80,Extremely high risk,>99
TODE,child-teacher,102,77,74 - 80,74 - 80,Extremely high risk,>99
TODE,child-teacher,103,77,74 - 80,74 - 80,Extremely high risk,>99
TODE,child-teacher,104,77,74 - 80,74 - 80,Extremely high risk,>99
