test,agemon_min,agemon_max,raw,ss,CI90,CI95,percentile,age_equiv,desc_range
rlnc,84,87,124,130,120 - 130,118 - 130,98,> Stop age,Well Above Average
rlnc,84,87,125,130,120 - 130,118 - 130,98,> Stop age,Well Above Average
rlnc,84,87,126,130,120 - 130,118 - 130,98,> Stop age,Well Above Average
rlnc,84,87,127,130,120 - 130,118 - 130,98,> Stop age,Well Above Average
rlnc,84,87,128,130,120 - 130,118 - 130,98,> Stop age,Well Above Average
rlnc,84,87,129,130,120 - 130,118 - 130,98,> Stop age,Well Above Average
rlnc,84,87,130,130,120 - 130,118 - 130,98,> Stop age,Well Above Average
rlnc,84,87,131,130,120 - 130,118 - 130,98,> Stop age,Well Above Average
rlnc,84,87,132,130,120 - 130,118 - 130,98,> Stop age,Well Above Average
rlnc,84,87,133,130,120 - 130,118 - 130,98,> Stop age,Well Above Average
rlnc,84,87,134,130,120 - 130,118 - 130,98,> Stop age,Well Above Average
rlnc,84,87,135,130,120 - 130,118 - 130,98,> Stop age,Well Above Average
rlnc,84,87,136,130,120 - 130,118 - 130,98,> Stop age,Well Above Average
rlnc,84,87,137,130,120 - 130,118 - 130,98,> Stop age,Well Above Average
rlnc,84,87,138,130,120 - 130,118 - 130,98,> Stop age,Well Above Average
rlnc,84,87,139,130,120 - 130,118 - 130,98,> Stop age,Well Above Average
rlnc,84,87,140,130,120 - 130,118 - 130,98,> Stop age,Well Above Average
rlnc,84,87,141,130,120 - 130,118 - 130,98,> Stop age,Well Above Average
rlnc,84,87,142,130,120 - 130,118 - 130,98,> Stop age,Well Above Average
rlnc,84,87,143,130,120 - 130,118 - 130,98,> Stop age,Well Above Average
rlnc,84,87,144,130,120 - 130,118 - 130,98,> Stop age,Well Above Average
rlnc,84,87,145,130,120 - 130,118 - 130,98,> Stop age,Well Above Average
rlnc,84,87,146,130,120 - 130,118 - 130,98,> Stop age,Well Above Average
rlnc,84,87,147,130,120 - 130,118 - 130,98,> Stop age,Well Above Average
rlnc,84,87,148,130,120 - 130,118 - 130,98,> Stop age,Well Above Average
rlnc,84,87,149,130,120 - 130,118 - 130,98,> Stop age,Well Above Average
rlnc,84,87,150,130,120 - 130,118 - 130,98,> Stop age,Well Above Average
rlnc,84,87,151,130,120 - 130,118 - 130,98,> Stop age,Well Above Average
rlnc,84,87,152,130,120 - 130,118 - 130,98,> Stop age,Well Above Average
rlnc,84,87,153,130,120 - 130,118 - 130,98,> Stop age,Well Above Average
rlnc,84,87,154,130,120 - 130,118 - 130,98,> Stop age,Well Above Average
rlnc,84,87,155,130,120 - 130,118 - 130,98,> Stop age,Well Above Average
rlnc,84,87,156,130,120 - 130,118 - 130,98,> Stop age,Well Above Average
rlnc,84,87,157,130,120 - 130,118 - 130,98,> Stop age,Well Above Average
rlnc,84,87,158,130,120 - 130,118 - 130,98,> Stop age,Well Above Average
rlnc,84,87,159,130,120 - 130,118 - 130,98,> Stop age,Well Above Average
rlnc,84,87,160,130,120 - 130,118 - 130,98,> Stop age,Well Above Average
rlnc,84,87,161,130,120 - 130,118 - 130,98,> Stop age,Well Above Average
rlnc,84,87,162,130,120 - 130,118 - 130,98,> Stop age,Well Above Average
rlnc,84,87,163,130,120 - 130,118 - 130,98,> Stop age,Well Above Average
rlnc,84,87,164,130,120 - 130,118 - 130,98,> Stop age,Well Above Average
rlnc,84,87,165,130,120 - 130,118 - 130,98,> Stop age,Well Above Average
rlnc,84,87,166,130,120 - 130,118 - 130,98,> Stop age,Well Above Average
rlnc,84,87,167,130,120 - 130,118 - 130,98,> Stop age,Well Above Average
rlnc,84,87,168,130,120 - 130,118 - 130,98,> Stop age,Well Above Average
rlnc,84,87,169,130,120 - 130,118 - 130,98,> Stop age,Well Above Average
rlnc,84,87,170,130,120 - 130,118 - 130,98,> Stop age,Well Above Average
rlnc,84,87,171,130,120 - 130,118 - 130,98,> Stop age,Well Above Average
rlnc,84,87,172,130,120 - 130,118 - 130,98,> Stop age,Well Above Average
rlnc,84,87,173,130,120 - 130,118 - 130,98,> Stop age,Well Above Average
rlnc,84,87,174,130,120 - 130,118 - 130,98,> Stop age,Well Above Average
rlnc,84,87,175,130,120 - 130,118 - 130,98,> Stop age,Well Above Average
rlnc,84,87,176,130,120 - 130,118 - 130,98,> Stop age,Well Above Average
rlnc,84,87,177,130,120 - 130,118 - 130,98,> Stop age,Well Above Average
rlnc,84,87,178,130,120 - 130,118 - 130,98,> Stop age,Well Above Average
rlnc,84,87,179,130,120 - 130,118 - 130,98,> Stop age,Well Above Average
rlnc,84,87,180,130,120 - 130,118 - 130,98,> Stop age,Well Above Average
rlnc,84,87,181,130,120 - 130,118 - 130,98,> Stop age,Well Above Average
rlnc,84,87,182,130,120 - 130,118 - 130,98,> Stop age,Well Above Average
rlnc,84,87,183,130,120 - 130,118 - 130,98,> Stop age,Well Above Average
rlnc,84,87,184,130,120 - 130,118 - 130,98,> Stop age,Well Above Average
rlnc,84,87,185,130,120 - 130,118 - 130,98,> Stop age,Well Above Average
rlnc,84,87,186,130,120 - 130,118 - 130,98,> Stop age,Well Above Average
rlnc,84,87,187,130,120 - 130,118 - 130,98,> Stop age,Well Above Average
rlnc,84,87,188,130,120 - 130,118 - 130,98,> Stop age,Well Above Average
rlnc,84,87,189,130,120 - 130,118 - 130,98,> Stop age,Well Above Average
rlnc,84,87,190,130,120 - 130,118 - 130,98,> Stop age,Well Above Average
rlnc,84,87,191,130,120 - 130,118 - 130,98,> Stop age,Well Above Average
rlnc,84,87,192,130,120 - 130,118 - 130,98,> Stop age,Well Above Average
rlnc,84,87,193,130,120 - 130,118 - 130,98,> Stop age,Well Above Average
rlnc,84,87,194,130,120 - 130,118 - 130,98,> Stop age,Well Above Average
rlnc,84,87,195,130,120 - 130,118 - 130,98,> Stop age,Well Above Average
rlnc,84,87,196,130,120 - 130,118 - 130,98,> Stop age,Well Above Average
rlnc,84,87,197,130,120 - 130,118 - 130,98,> Stop age,Well Above Average
rlnc,84,87,198,130,120 - 130,118 - 130,98,> Stop age,Well Above Average
rlnc,84,87,199,130,120 - 130,118 - 130,98,> Stop age,Well Above Average
rlnc,84,87,200,130,120 - 130,118 - 130,98,> Stop age,Well Above Average
rlnc,88,91,0,50,40 - 60,40 - 62,0.1,< Start age,Significantly Below Average
rlnc,88,91,1,51,41 - 61,40 - 63,0.1,< Start age,Significantly Below Average
rlnc,88,91,2,52,42 - 62,40 - 64,0.1,< Start age,Significantly Below Average
rlnc,88,91,3,53,43 - 63,41 - 65,0.1,< Start age,Significantly Below Average
rlnc,88,91,4,55,45 - 65,43 - 67,0.1,< Start age,Significantly Below Average
rlnc,88,91,5,56,46 - 66,44 - 68,0.2,< Start age,Significantly Below Average
rlnc,88,91,6,57,47 - 67,45 - 69,0.2,< Start age,Significantly Below Average
rlnc,88,91,7,58,48 - 68,46 - 70,0.3,< Start age,Significantly Below Average
rlnc,88,91,8,59,49 - 69,47 - 71,0.3,< Start age,Significantly Below Average
rlnc,88,91,9,60,50 - 70,48 - 72,0.4,< Start age,Significantly Below Average
rlnc,88,91,10,61,51 - 71,49 - 73,0.5,< Start age,Significantly Below Average
rlnc,88,91,11,62,52 - 72,50 - 74,1,< Start age,Significantly Below Average
rlnc,88,91,12,63,53 - 73,51 - 75,1,< Start age,Significantly Below Average
rlnc,88,91,13,64,54 - 74,52 - 76,1,< Start age,Significantly Below Average
rlnc,88,91,14,65,55 - 75,53 - 77,1,< Start age,Significantly Below Average
rlnc,88,91,15,66,56 - 76,54 - 78,1,< Start age,Significantly Below Average
rlnc,88,91,16,67,57 - 77,55 - 79,1,< Start age,Significantly Below Average
rlnc,88,91,17,68,58 - 78,56 - 80,2,< Start age,Significantly Below Average
rlnc,88,91,18,69,59 - 79,57 - 81,2,< Start age,Significantly Below Average
rlnc,88,91,19,70,60 - 80,58 - 82,2,< Start age,Well Below Average
rlnc,88,91,20,71,61 - 81,59 - 83,3,< Start age,Well Below Average
rlnc,88,91,21,72,62 - 82,60 - 84,3,< Start age,Well Below Average
rlnc,88,91,22,73,63 - 83,61 - 85,4,< Start age,Well Below Average
rlnc,88,91,23,74,64 - 84,62 - 86,4,< Start age,Well Below Average
rlnc,88,91,24,75,65 - 85,63 - 87,5,< Start age,Well Below Average
rlnc,88,91,25,76,66 - 86,64 - 88,5,< Start age,Well Below Average
rlnc,88,91,26,77,67 - 87,65 - 89,6,< Start age,Well Below Average
rlnc,88,91,27,78,68 - 88,66 - 90,7,< Start age,Well Below Average
rlnc,88,91,28,79,69 - 89,67 - 91,8,< Start age,Well Below Average
rlnc,88,91,29,80,70 - 90,68 - 92,9,< Start age,Below Average
rlnc,88,91,30,81,71 - 91,69 - 93,10,< Start age,Below Average
rlnc,88,91,31,82,72 - 92,70 - 94,12,< Start age,Below Average
rlnc,88,91,32,83,73 - 93,71 - 95,13,6.0 - 6.3,Below Average
rlnc,88,91,33,84,74 - 94,72 - 96,14,6.0 - 6.3,Below Average
rlnc,88,91,34,85,75 - 95,73 - 97,16,6.0 - 6.3,Below Average
rlnc,88,91,35,86,76 - 96,74 - 98,18,6.0 - 6.3,Below Average
rlnc,88,91,36,87,77 - 97,75 - 99,19,6.0 - 6.3,Below Average
rlnc,88,91,37,88,78 - 98,76 - 100,21,6.0 - 6.3,Below Average
rlnc,88,91,38,89,79 - 99,77 - 101,23,6.0 - 6.3,Below Average
rlnc,88,91,39,90,80 - 100,78 - 102,25,6.4 - 6.7,Average
rlnc,88,91,40,91,81 - 101,79 - 103,27,6.4 - 6.7,Average
rlnc,88,91,41,91,81 - 101,79 - 103,27,6.4 - 6.7,Average
rlnc,88,91,42,92,82 - 102,80 - 104,30,6.4 - 6.7,Average
rlnc,88,91,43,93,83 - 103,81 - 105,32,6.8 - 6.11,Average
rlnc,88,91,44,94,84 - 104,82 - 106,34,6.8 - 6.11,Average
rlnc,88,91,45,95,85 - 105,83 - 107,37,6.8 - 6.11,Average
rlnc,88,91,46,96,86 - 106,84 - 108,39,7.0 - 7.3,Average
rlnc,88,91,47,97,87 - 107,85 - 109,42,7.0 - 7.3,Average
rlnc,88,91,48,98,88 - 108,86 - 110,45,7.0 - 7.3,Average
rlnc,88,91,49,99,89 - 109,87 - 111,47,7.4 - 7.7,Average
rlnc,88,91,50,100,90 - 110,88 - 112,50,7.4 - 7.7,Average
rlnc,88,91,51,101,91 - 111,89 - 113,53,7.4 - 7.7,Average
rlnc,88,91,52,102,92 - 112,90 - 114,55,7.8 - 7.11,Average
rlnc,88,91,53,103,93 - 113,91 - 115,58,7.8 - 7.11,Average
rlnc,88,91,54,103,93 - 113,91 - 115,58,7.8 - 7.11,Average
rlnc,88,91,55,104,94 - 114,92 - 116,61,7.8 - 7.11,Average
rlnc,88,91,56,105,95 - 115,93 - 117,63,8.0 - 8.5,Average
rlnc,88,91,57,106,96 - 116,94 - 118,66,8.0 - 8.5,Average
rlnc,88,91,58,107,97 - 117,95 - 119,68,8.0 - 8.5,Average
rlnc,88,91,59,108,98 - 118,96 - 120,70,8.0 - 8.5,Average
rlnc,88,91,60,109,99 - 119,97 - 121,73,8.6 - 8.11,Average
rlnc,88,91,61,109,99 - 119,97 - 121,73,8.6 - 8.11,Average
rlnc,88,91,62,110,100 - 120,98 - 122,75,8.6 - 8.11,Above Average
rlnc,88,91,63,111,101 - 121,99 - 123,77,8.6 - 8.11,Above Average
rlnc,88,91,64,112,102 - 122,100 - 124,79,9.0 - 9.5,Above Average
rlnc,88,91,65,113,103 - 123,101 - 125,81,9.0 - 9.5,Above Average
rlnc,88,91,66,114,104 - 124,102 - 126,82,9.0 - 9.5,Above Average
rlnc,88,91,67,115,105 - 125,103 - 127,84,9.0 - 9.5,Above Average
rlnc,88,91,68,115,105 - 125,103 - 127,84,9.6 - 9.11,Above Average
rlnc,88,91,69,116,106 - 126,104 - 128,86,9.6 - 9.11,Above Average
rlnc,88,91,70,117,107 - 127,105 - 129,87,9.6 - 9.11,Above Average
rlnc,88,91,71,118,108 - 128,106 - 130,88,9.6 - 9.11,Above Average
rlnc,88,91,72,119,109 - 129,107 - 130,90,10.0 - 10.5,Above Average
rlnc,88,91,73,119,109 - 129,107 - 130,90,10.0 - 10.5,Above Average
rlnc,88,91,74,120,110 - 130,108 - 130,91,10.0 - 10.5,Well Above Average
rlnc,88,91,75,121,111 - 130,109 - 130,92,10.0 - 10.5,Well Above Average
rlnc,88,91,76,122,112 - 130,110 - 130,93,10.6 - 10.11,Well Above Average
rlnc,88,91,77,122,112 - 130,110 - 130,93,10.6 - 10.11,Well Above Average
rlnc,88,91,78,123,113 - 130,111 - 130,94,10.6 - 10.11,Well Above Average
rlnc,88,91,79,124,114 - 130,112 - 130,95,10.6 - 10.11,Well Above Average
rlnc,88,91,80,125,115 - 130,113 - 130,95,11.0 - 11.5,Well Above Average
rlnc,88,91,81,126,116 - 130,114 - 130,96,11.0 - 11.5,Well Above Average
rlnc,88,91,82,126,116 - 130,114 - 130,96,11.0 - 11.5,Well Above Average
rlnc,88,91,83,127,117 - 130,115 - 130,96,11.0 - 11.5,Well Above Average
rlnc,88,91,84,128,118 - 130,116 - 130,97,11.6 - 11.11,Well Above Average
rlnc,88,91,85,128,118 - 130,116 - 130,97,11.6 - 11.11,Well Above Average
rlnc,88,91,86,129,119 - 130,117 - 130,97,11.6 - 11.11,Well Above Average
rlnc,88,91,87,130,120 - 130,118 - 130,98,12.0 - 12.5,Well Above Average
rlnc,88,91,88,130,120 - 130,118 - 130,98,12.0 - 12.5,Well Above Average
rlnc,88,91,89,130,120 - 130,118 - 130,98,12.0 - 12.5,Well Above Average
rlnc,88,91,90,130,120 - 130,118 - 130,98,12.6 - 12.11,Well Above Average
rlnc,88,91,91,130,120 - 130,118 - 130,98,12.6 - 12.11,Well Above Average
rlnc,88,91,92,130,120 - 130,118 - 130,98,12.6 - 12.11,Well Above Average
rlnc,88,91,93,130,120 - 130,118 - 130,98,13.0 - 13.11,Well Above Average
rlnc,88,91,94,130,120 - 130,118 - 130,98,13.0 - 13.11,Well Above Average
rlnc,88,91,95,130,120 - 130,118 - 130,98,13.0 - 13.11,Well Above Average
rlnc,88,91,96,130,120 - 130,118 - 130,98,13.0 - 13.11,Well Above Average
rlnc,88,91,97,130,120 - 130,118 - 130,98,13.0 - 13.11,Well Above Average
rlnc,88,91,98,130,120 - 130,118 - 130,98,14.0 - 14.11,Well Above Average
rlnc,88,91,99,130,120 - 130,118 - 130,98,14.0 - 14.11,Well Above Average
rlnc,88,91,100,130,120 - 130,118 - 130,98,14.0 - 14.11,Well Above Average
rlnc,88,91,101,130,120 - 130,118 - 130,98,14.0 - 14.11,Well Above Average
rlnc,88,91,102,130,120 - 130,118 - 130,98,14.0 - 14.11,Well Above Average
rlnc,88,91,103,130,120 - 130,118 - 130,98,14.0 - 14.11,Well Above Average
rlnc,88,91,104,130,120 - 130,118 - 130,98,15.0 - 16.11,Well Above Average
rlnc,88,91,105,130,120 - 130,118 - 130,98,15.0 - 16.11,Well Above Average
rlnc,88,91,106,130,120 - 130,118 - 130,98,15.0 - 16.11,Well Above Average
rlnc,88,91,107,130,120 - 130,118 - 130,98,15.0 - 16.11,Well Above Average
rlnc,88,91,108,130,120 - 130,118 - 130,98,15.0 - 16.11,Well Above Average
rlnc,88,91,109,130,120 - 130,118 - 130,98,15.0 - 16.11,Well Above Average
rlnc,88,91,110,130,120 - 130,118 - 130,98,17.0 - 18.11,Well Above Average
rlnc,88,91,111,130,120 - 130,118 - 130,98,17.0 - 18.11,Well Above Average
rlnc,88,91,112,130,120 - 130,118 - 130,98,17.0 - 18.11,Well Above Average
rlnc,88,91,113,130,120 - 130,118 - 130,98,17.0 - 18.11,Well Above Average
rlnc,88,91,114,130,120 - 130,118 - 130,98,17.0 - 18.11,Well Above Average
rlnc,88,91,115,130,120 - 130,118 - 130,98,17.0 - 18.11,Well Above Average
rlnc,88,91,116,130,120 - 130,118 - 130,98,17.0 - 18.11,Well Above Average
rlnc,88,91,117,130,120 - 130,118 - 130,98,17.0 - 18.11,Well Above Average
rlnc,88,91,118,130,120 - 130,118 - 130,98,17.0 - 18.11,Well Above Average
rlnc,88,91,119,130,120 - 130,118 - 130,98,17.0 - 18.11,Well Above Average
rlnc,88,91,120,130,120 - 130,118 - 130,98,17.0 - 18.11,Well Above Average
rlnc,88,91,121,130,120 - 130,118 - 130,98,> Stop age,Well Above Average
rlnc,88,91,122,130,120 - 130,118 - 130,98,> Stop age,Well Above Average
rlnc,88,91,123,130,120 - 130,118 - 130,98,> Stop age,Well Above Average
rlnc,88,91,124,130,120 - 130,118 - 130,98,> Stop age,Well Above Average
rlnc,88,91,125,130,120 - 130,118 - 130,98,> Stop age,Well Above Average
rlnc,88,91,126,130,120 - 130,118 - 130,98,> Stop age,Well Above Average
rlnc,88,91,127,130,120 - 130,118 - 130,98,> Stop age,Well Above Average
rlnc,88,91,128,130,120 - 130,118 - 130,98,> Stop age,Well Above Average
rlnc,88,91,129,130,120 - 130,118 - 130,98,> Stop age,Well Above Average
rlnc,88,91,130,130,120 - 130,118 - 130,98,> Stop age,Well Above Average
rlnc,88,91,131,130,120 - 130,118 - 130,98,> Stop age,Well Above Average
rlnc,88,91,132,130,120 - 130,118 - 130,98,> Stop age,Well Above Average
rlnc,88,91,133,130,120 - 130,118 - 130,98,> Stop age,Well Above Average
rlnc,88,91,134,130,120 - 130,118 - 130,98,> Stop age,Well Above Average
rlnc,88,91,135,130,120 - 130,118 - 130,98,> Stop age,Well Above Average
rlnc,88,91,136,130,120 - 130,118 - 130,98,> Stop age,Well Above Average
rlnc,88,91,137,130,120 - 130,118 - 130,98,> Stop age,Well Above Average
rlnc,88,91,138,130,120 - 130,118 - 130,98,> Stop age,Well Above Average
rlnc,88,91,139,130,120 - 130,118 - 130,98,> Stop age,Well Above Average
rlnc,88,91,140,130,120 - 130,118 - 130,98,> Stop age,Well Above Average
rlnc,88,91,141,130,120 - 130,118 - 130,98,> Stop age,Well Above Average
rlnc,88,91,142,130,120 - 130,118 - 130,98,> Stop age,Well Above Average
rlnc,88,91,143,130,120 - 130,118 - 130,98,> Stop age,Well Above Average
rlnc,88,91,144,130,120 - 130,118 - 130,98,> Stop age,Well Above Average
rlnc,88,91,145,130,120 - 130,118 - 130,98,> Stop age,Well Above Average
rlnc,88,91,146,130,120 - 130,118 - 130,98,> Stop age,Well Above Average
rlnc,88,91,147,130,120 - 130,118 - 130,98,> Stop age,Well Above Average
rlnc,88,91,148,130,120 - 130,118 - 130,98,> Stop age,Well Above Average
rlnc,88,91,149,130,120 - 130,118 - 130,98,> Stop age,Well Above Average
rlnc,88,91,150,130,120 - 130,118 - 130,98,> Stop age,Well Above Average
rlnc,88,91,151,130,120 - 130,118 - 130,98,> Stop age,Well Above Average
rlnc,88,91,152,130,120 - 130,118 - 130,98,> Stop age,Well Above Average
rlnc,88,91,153,130,120 - 130,118 - 130,98,> Stop age,Well Above Average
rlnc,88,91,154,130,120 - 130,118 - 130,98,> Stop age,Well Above Average
rlnc,88,91,155,130,120 - 130,118 - 130,98,> Stop age,Well Above Average
rlnc,88,91,156,130,120 - 130,118 - 130,98,> Stop age,Well Above Average
rlnc,88,91,157,130,120 - 130,118 - 130,98,> Stop age,Well Above Average
rlnc,88,91,158,130,120 - 130,118 - 130,98,> Stop age,Well Above Average
rlnc,88,91,159,130,120 - 130,118 - 130,98,> Stop age,Well Above Average
rlnc,88,91,160,130,120 - 130,118 - 130,98,> Stop age,Well Above Average
rlnc,88,91,161,130,120 - 130,118 - 130,98,> Stop age,Well Above Average
rlnc,88,91,162,130,120 - 130,118 - 130,98,> Stop age,Well Above Average
rlnc,88,91,163,130,120 - 130,118 - 130,98,> Stop age,Well Above Average
rlnc,88,91,164,130,120 - 130,118 - 130,98,> Stop age,Well Above Average
rlnc,88,91,165,130,120 - 130,118 - 130,98,> Stop age,Well Above Average
rlnc,88,91,166,130,120 - 130,118 - 130,98,> Stop age,Well Above Average
rlnc,88,91,167,130,120 - 130,118 - 130,98,> Stop age,Well Above Average
rlnc,88,91,168,130,120 - 130,118 - 130,98,> Stop age,Well Above Average
rlnc,88,91,169,130,120 - 130,118 - 130,98,> Stop age,Well Above Average
rlnc,88,91,170,130,120 - 130,118 - 130,98,> Stop age,Well Above Average
rlnc,88,91,171,130,120 - 130,118 - 130,98,> Stop age,Well Above Average
rlnc,88,91,172,130,120 - 130,118 - 130,98,> Stop age,Well Above Average
rlnc,88,91,173,130,120 - 130,118 - 130,98,> Stop age,Well Above Average
rlnc,88,91,174,130,120 - 130,118 - 130,98,> Stop age,Well Above Average
rlnc,88,91,175,130,120 - 130,118 - 130,98,> Stop age,Well Above Average
rlnc,88,91,176,130,120 - 130,118 - 130,98,> Stop age,Well Above Average
rlnc,88,91,177,130,120 - 130,118 - 130,98,> Stop age,Well Above Average
rlnc,88,91,178,130,120 - 130,118 - 130,98,> Stop age,Well Above Average
rlnc,88,91,179,130,120 - 130,118 - 130,98,> Stop age,Well Above Average
rlnc,88,91,180,130,120 - 130,118 - 130,98,> Stop age,Well Above Average
rlnc,88,91,181,130,120 - 130,118 - 130,98,> Stop age,Well Above Average
rlnc,88,91,182,130,120 - 130,118 - 130,98,> Stop age,Well Above Average
rlnc,88,91,183,130,120 - 130,118 - 130,98,> Stop age,Well Above Average
rlnc,88,91,184,130,120 - 130,118 - 130,98,> Stop age,Well Above Average
rlnc,88,91,185,130,120 - 130,118 - 130,98,> Stop age,Well Above Average
rlnc,88,91,186,130,120 - 130,118 - 130,98,> Stop age,Well Above Average
rlnc,88,91,187,130,120 - 130,118 - 130,98,> Stop age,Well Above Average
rlnc,88,91,188,130,120 - 130,118 - 130,98,> Stop age,Well Above Average
rlnc,88,91,189,130,120 - 130,118 - 130,98,> Stop age,Well Above Average
rlnc,88,91,190,130,120 - 130,118 - 130,98,> Stop age,Well Above Average
rlnc,88,91,191,130,120 - 130,118 - 130,98,> Stop age,Well Above Average
rlnc,88,91,192,130,120 - 130,118 - 130,98,> Stop age,Well Above Average
rlnc,88,91,193,130,120 - 130,118 - 130,98,> Stop age,Well Above Average
rlnc,88,91,194,130,120 - 130,118 - 130,98,> Stop age,Well Above Average
rlnc,88,91,195,130,120 - 130,118 - 130,98,> Stop age,Well Above Average
rlnc,88,91,196,130,120 - 130,118 - 130,98,> Stop age,Well Above Average
rlnc,88,91,197,130,120 - 130,118 - 130,98,> Stop age,Well Above Average
rlnc,88,91,198,130,120 - 130,118 - 130,98,> Stop age,Well Above Average
rlnc,88,91,199,130,120 - 130,118 - 130,98,> Stop age,Well Above Average
rlnc,88,91,200,130,120 - 130,118 - 130,98,> Stop age,Well Above Average
rlnc,92,95,0,49,40 - 59,40 - 61,<.1,< Start age,Significantly Below Average
rlnc,92,95,1,50,40 - 60,40 - 62,0.1,< Start age,Significantly Below Average
rlnc,92,95,2,51,41 - 61,40 - 63,0.1,< Start age,Significantly Below Average
rlnc,92,95,3,52,42 - 62,40 - 64,0.1,< Start age,Significantly Below Average
rlnc,92,95,4,53,43 - 63,41 - 65,0.1,< Start age,Significantly Below Average
rlnc,92,95,5,54,44 - 64,42 - 66,0.1,< Start age,Significantly Below Average
rlnc,92,95,6,55,45 - 65,43 - 67,0.1,< Start age,Significantly Below Average
rlnc,92,95,7,56,46 - 66,44 - 68,0.2,< Start age,Significantly Below Average
rlnc,92,95,8,57,47 - 67,45 - 69,0.2,< Start age,Significantly Below Average
rlnc,92,95,9,58,48 - 68,46 - 70,0.3,< Start age,Significantly Below Average
rlnc,92,95,10,59,49 - 69,47 - 71,0.3,< Start age,Significantly Below Average
rlnc,92,95,11,60,50 - 70,48 - 72,0.4,< Start age,Significantly Below Average
rlnc,92,95,12,61,51 - 71,49 - 73,0.5,< Start age,Significantly Below Average
rlnc,92,95,13,62,52 - 72,50 - 74,1,< Start age,Significantly Below Average
rlnc,92,95,14,63,53 - 73,51 - 75,1,< Start age,Significantly Below Average
rlnc,92,95,15,64,54 - 74,52 - 76,1,< Start age,Significantly Below Average
rlnc,92,95,16,65,55 - 75,53 - 77,1,< Start age,Significantly Below Average
rlnc,92,95,17,66,56 - 76,54 - 78,1,< Start age,Significantly Below Average
rlnc,92,95,18,67,57 - 77,55 - 79,1,< Start age,Significantly Below Average
rlnc,92,95,19,68,58 - 78,56 - 80,2,< Start age,Significantly Below Average
rlnc,92,95,20,69,59 - 79,57 - 81,2,< Start age,Significantly Below Average
rlnc,92,95,21,70,60 - 80,58 - 82,2,< Start age,Well Below Average
rlnc,92,95,22,71,61 - 81,59 - 83,3,< Start age,Well Below Average
rlnc,92,95,23,72,62 - 82,60 - 84,3,< Start age,Well Below Average
rlnc,92,95,24,73,63 - 83,61 - 85,4,< Start age,Well Below Average
rlnc,92,95,25,74,64 - 84,62 - 86,4,< Start age,Well Below Average
rlnc,92,95,26,75,65 - 85,63 - 87,5,< Start age,Well Below Average
rlnc,92,95,27,76,66 - 86,64 - 88,5,< Start age,Well Below Average
rlnc,92,95,28,77,67 - 87,65 - 89,6,< Start age,Well Below Average
rlnc,92,95,29,78,68 - 88,66 - 90,7,< Start age,Well Below Average
rlnc,92,95,30,79,69 - 89,67 - 91,8,< Start age,Well Below Average
rlnc,92,95,31,79,69 - 89,67 - 91,8,< Start age,Well Below Average
rlnc,92,95,32,80,70 - 90,68 - 92,9,6.0 - 6.3,Below Average
rlnc,92,95,33,81,71 - 91,69 - 93,10,6.0 - 6.3,Below Average
rlnc,92,95,34,82,72 - 92,70 - 94,12,6.0 - 6.3,Below Average
rlnc,92,95,35,83,73 - 93,71 - 95,13,6.0 - 6.3,Below Average
rlnc,92,95,36,84,74 - 94,72 - 96,14,6.0 - 6.3,Below Average
rlnc,92,95,37,85,75 - 95,73 - 97,16,6.0 - 6.3,Below Average
rlnc,92,95,38,86,76 - 96,74 - 98,18,6.0 - 6.3,Below Average
rlnc,92,95,39,87,77 - 97,75 - 99,19,6.4 - 6.7,Below Average
rlnc,92,95,40,88,78 - 98,76 - 100,21,6.4 - 6.7,Below Average
rlnc,92,95,41,89,79 - 99,77 - 101,23,6.4 - 6.7,Below Average
rlnc,92,95,42,90,80 - 100,78 - 102,25,6.4 - 6.7,Average
rlnc,92,95,43,91,81 - 101,79 - 103,27,6.8 - 6.11,Average
rlnc,92,95,44,92,82 - 102,80 - 104,30,6.8 - 6.11,Average
rlnc,92,95,45,93,83 - 103,81 - 105,32,6.8 - 6.11,Average
rlnc,92,95,46,93,83 - 103,81 - 105,32,7.0 - 7.3,Average
rlnc,92,95,47,94,84 - 104,82 - 106,34,7.0 - 7.3,Average
rlnc,92,95,48,95,85 - 105,83 - 107,37,7.0 - 7.3,Average
rlnc,92,95,49,96,86 - 106,84 - 108,39,7.4 - 7.7,Average
rlnc,92,95,50,97,87 - 107,85 - 109,42,7.4 - 7.7,Average
rlnc,92,95,51,98,88 - 108,86 - 110,45,7.4 - 7.7,Average
rlnc,92,95,52,99,89 - 109,87 - 111,47,7.8 - 7.11,Average
rlnc,92,95,53,100,90 - 110,88 - 112,50,7.8 - 7.11,Average
rlnc,92,95,54,101,91 - 111,89 - 113,53,7.8 - 7.11,Average
rlnc,92,95,55,101,91 - 111,89 - 113,53,7.8 - 7.11,Average
rlnc,92,95,56,102,92 - 112,90 - 114,55,8.0 - 8.5,Average
rlnc,92,95,57,103,93 - 113,91 - 115,58,8.0 - 8.5,Average
rlnc,92,95,58,104,94 - 114,92 - 116,61,8.0 - 8.5,Average
rlnc,92,95,59,105,95 - 115,93 - 117,63,8.0 - 8.5,Average
rlnc,92,95,60,106,96 - 116,94 - 118,66,8.6 - 8.11,Average
rlnc,92,95,61,107,97 - 117,95 - 119,68,8.6 - 8.11,Average
rlnc,92,95,62,107,97 - 117,95 - 119,68,8.6 - 8.11,Average
