norm_group,test,age_min,age_max,raw,ss,CI90,CI95,percentile,equiv,desc_range
age,LWC,102,107,126,111,101 - 121,100 - 122,77,11:0 to 11:5,Above Average
age,LWC,102,107,127,112,102 - 122,101 - 123,79,11:6 to 11:11,Above Average
age,LWC,102,107,128,113,103 - 123,102 - 124,81,13:0 to 13:11,Above Average
age,LWC,102,107,129,114,104 - 124,103 - 125,82,13:0 to 13:11,Above Average
age,LWC,102,107,130,116,106 - 126,105 - 127,86,14:0 to 14:11,Above Average
age,LWC,102,107,131,117,107 - 127,106 - 128,87,14:0 to 14:11,Above Average
age,LWC,102,107,132,118,108 - 128,107 - 129,88,15:0 to 16:11,Above Average
age,LWC,102,107,133,119,109 - 129,108 - 130,90,15:0 to 16:11,Above Average
age,LWC,102,107,134,120,110 - 130,109 - 130,91,15:0 to 16:11,Well Above Average
age,LWC,102,107,135,122,112 - 130,111 - 130,93,17:0 to 18:11,Well Above Average
age,LWC,102,107,136,123,113 - 130,112 - 130,94,17:0 to 18:11,Well Above Average
age,LWC,102,107,137,124,114 - 130,113 - 130,95,17:0 to 18:11,Well Above Average
age,LWC,102,107,138,125,115 - 130,114 - 130,95,17:0 to 18:11,Well Above Average
age,LWC,102,107,139,127,117 - 130,116 - 130,96,17:0 to 18:11,Well Above Average
age,LWC,102,107,140,128,118 - 130,117 - 130,97,> stop age,Well Above Average
age,LWC,102,107,141,129,119 - 130,118 - 130,97,> stop age,Well Above Average
age,LWC,102,107,142,130,120 - 130,119 - 130,98,> stop age,Well Above Average
age,LWC,102,107,143,130,120 - 130,119 - 130,98,> stop age,Well Above Average
age,LWC,102,107,144,130,120 - 130,119 - 130,98,> stop age,Well Above Average
age,LWC,102,107,145,130,120 - 130,119 - 130,98,> stop age,Well Above Average
age,LWC,102,107,146,130,120 - 130,119 - 130,98,> stop age,Well Above Average
age,LWC,102,107,147,130,120 - 130,119 - 130,98,> stop age,Well Above Average
age,LWC,102,107,148,130,120 - 130,119 - 130,98,> stop age,Well Above Average
age,LWC,102,107,149,130,120 - 130,119 - 130,98,> stop age,Well Above Average
age,LWC,102,107,150,130,120 - 130,119 - 130,98,> stop age,Well Above Average
age,LWC,102,107,151,130,120 - 130,119 - 130,98,> stop age,Well Above Average
age,LWC,102,107,152,130,120 - 130,119 - 130,98,> stop age,Well Above Average
age,LWC,102,107,153,130,120 - 130,119 - 130,98,> stop age,Well Above Average
age,LWC,102,107,154,130,120 - 130,119 - 130,98,> stop age,Well Above Average
age,LWC,102,107,155,130,120 - 130,119 - 130,98,> stop age,Well Above Average
age,LWC,102,107,156,130,120 - 130,119 - 130,98,> stop age,Well Above Average
age,LWC,102,107,157,130,120 - 130,119 - 130,98,> stop age,Well Above Average
age,LWC,102,107,158,130,120 - 130,119 - 130,98,> stop age,Well Above Average
age,LWC,102,107,159,130,120 - 130,119 - 130,98,> stop age,Well Above Average
age,LWC,102,107,160,130,120 - 130,119 - 130,98,> stop age,Well Above Average
age,LWC,102,107,161,130,120 - 130,119 - 130,98,> stop age,Well Above Average
age,LWC,102,107,162,130,120 - 130,119 - 130,98,> stop age,Well Above Average
age,LWC,102,107,163,130,120 - 130,119 - 130,98,> stop age,Well Above Average
age,LWC,102,107,164,130,120 - 130,119 - 130,98,> stop age,Well Above Average
age,LWC,102,107,165,130,120 - 130,119 - 130,98,> stop age,Well Above Average
age,LWC,102,107,166,130,120 - 130,119 - 130,98,> stop age,Well Above Average
age,LWC,102,107,167,130,120 - 130,119 - 130,98,> stop age,Well Above Average
age,LWC,102,107,168,130,120 - 130,119 - 130,98,> stop age,Well Above Average
age,LWC,108,113,29,40,40 - 50,40 - 51,<.1,< Start age,Significantly Below Average
age,LWC,108,113,30,40,40 - 50,40 - 51,<.1,< Start age,Significantly Below Average
age,LWC,108,113,31,40,40 - 50,40 - 51,<.1,< Start age,Significantly Below Average
age,LWC,108,113,32,40,40 - 50,40 - 51,<.1,< Start age,Significantly Below Average
age,LWC,108,113,33,40,40 - 50,40 - 51,<.1,< Start age,Significantly Below Average
age,LWC,108,113,34,40,40 - 50,40 - 51,<.1,< Start age,Significantly Below Average
age,LWC,108,113,35,40,40 - 50,40 - 51,<.1,< Start age,Significantly Below Average
age,LWC,108,113,36,40,40 - 50,40 - 51,<.1,< Start age,Significantly Below Average
age,LWC,108,113,37,40,40 - 50,40 - 51,<.1,< Start age,Significantly Below Average
age,LWC,108,113,38,40,40 - 50,40 - 51,<.1,< Start age,Significantly Below Average
age,LWC,108,113,39,40,40 - 50,40 - 51,<.1,< Start age,Significantly Below Average
age,LWC,108,113,40,40,40 - 50,40 - 51,<.1,< Start age,Significantly Below Average
age,LWC,108,113,41,40,40 - 50,40 - 51,<.1,< Start age,Significantly Below Average
age,LWC,108,113,42,40,40 - 50,40 - 51,<.1,< Start age,Significantly Below Average
age,LWC,108,113,43,40,40 - 50,40 - 51,<.1,< Start age,Significantly Below Average
age,LWC,108,113,44,40,40 - 50,40 - 51,<.1,< Start age,Significantly Below Average
age,LWC,108,113,45,40,40 - 50,40 - 51,<.1,< Start age,Significantly Below Average
age,LWC,108,113,46,40,40 - 50,40 - 51,<.1,< Start age,Significantly Below Average
age,LWC,108,113,47,40,40 - 50,40 - 51,<.1,< Start age,Significantly Below Average
age,LWC,108,113,48,40,40 - 50,40 - 51,<.1,< Start age,Significantly Below Average
age,LWC,108,113,49,40,40 - 50,40 - 51,<.1,< Start age,Significantly Below Average
age,LWC,108,113,50,40,40 - 50,40 - 51,<.1,< Start age,Significantly Below Average
age,LWC,108,113,51,40,40 - 50,40 - 51,<.1,< Start age,Significantly Below Average
age,LWC,108,113,52,40,40 - 50,40 - 51,<.1,< Start age,Significantly Below Average
age,LWC,108,113,53,40,40 - 50,40 - 51,<.1,< Start age,Significantly Below Average
age,LWC,108,113,54,40,40 - 50,40 - 51,<.1,< Start age,Significantly Below Average
age,LWC,108,113,55,40,40 - 50,40 - 51,<.1,< Start age,Significantly Below Average
age,LWC,108,113,56,40,40 - 50,40 - 51,<.1,< Start age,Significantly Below Average
age,LWC,108,113,57,40,40 - 50,40 - 51,<.1,< Start age,Significantly Below Average
age,LWC,108,113,58,40,40 - 50,40 - 51,<.1,< Start age,Significantly Below Average
age,LWC,108,113,59,40,40 - 50,40 - 51,<.1,< Start age,Significantly Below Average
age,LWC,108,113,60,40,40 - 50,40 - 51,<.1,< Start age,Significantly Below Average
age,LWC,108,113,61,40,40 - 50,40 - 51,<.1,< Start age,Significantly Below Average
age,LWC,108,113,62,40,40 - 50,40 - 51,<.1,< Start age,Significantly Below Average
age,LWC,108,113,63,40,40 - 50,40 - 51,<.1,< Start age,Significantly Below Average
age,LWC,108,113,64,41,40 - 51,40 - 52,<.1,< Start age,Significantly Below Average
age,LWC,108,113,65,42,40 - 52,40 - 53,<.1,< Start age,Significantly Below Average
age,LWC,108,113,66,43,40 - 53,40 - 54,<.1,< Start age,Significantly Below Average
age,LWC,108,113,67,44,40 - 54,40 - 55,<.1,< Start age,Significantly Below Average
age,LWC,108,113,68,45,40 - 55,40 - 56,<.1,< Start age,Significantly Below Average
age,LWC,108,113,69,46,40 - 56,40 - 57,<.1,< Start age,Significantly Below Average
age,LWC,108,113,70,47,40 - 57,40 - 58,<.1,< Start age,Significantly Below Average
age,LWC,108,113,71,48,40 - 58,40 - 59,<.1,< Start age,Significantly Below Average
age,LWC,108,113,72,48,40 - 58,40 - 59,<.1,< Start age,Significantly Below Average
age,LWC,108,113,73,49,40 - 59,40 - 60,<.1,< Start age,Significantly Below Average
age,LWC,108,113,74,50,40 - 60,40 - 61,0.1,< Start age,Significantly Below Average
age,LWC,108,113,75,51,41 - 61,40 - 62,0.1,< Start age,Significantly Below Average
age,LWC,108,113,76,52,42 - 62,41 - 63,0.1,< Start age,Significantly Below Average
age,LWC,108,113,77,53,43 - 63,42 - 64,0.1,< Start age,Significantly Below Average
age,LWC,108,113,78,54,44 - 64,43 - 65,0.1,< Start age,Significantly Below Average
age,LWC,108,113,79,55,45 - 65,44 - 66,0.1,< Start age,Significantly Below Average
age,LWC,108,113,80,56,46 - 66,45 - 67,0.2,< Start age,Significantly Below Average
age,LWC,108,113,81,57,47 - 67,46 - 68,0.2,< Start age,Significantly Below Average
age,LWC,108,113,82,58,48 - 68,47 - 69,0.3,< Start age,Significantly Below Average
age,LWC,108,113,83,59,49 - 69,48 - 70,0.3,5:0 to 5:3,Significantly Below Average
age,LWC,108,113,84,60,50 - 70,49 - 71,0.4,5:0 to 5:3,Significantly Below Average
age,LWC,108,113,85,61,51 - 71,50 - 72,0.5,5:0 to 5:3,Significantly Below Average
age,LWC,108,113,86,62,52 - 72,51 - 73,1,5:0 to 5:3,Significantly Below Average
age,LWC,108,113,87,63,53 - 73,52 - 74,1,5:0 to 5:3,Significantly Below Average
age,LWC,108,113,88,64,54 - 74,53 - 75,1,5:0 to 5:3,Significantly Below Average
age,LWC,108,113,89,65,55 - 75,54 - 76,1,5:4 to 5:7,Significantly Below Average
age,LWC,108,113,90,66,56 - 76,55 - 77,1,5:4 to 5:7,Significantly Below Average
age,LWC,108,113,91,67,57 - 77,56 - 78,1,5:4 to 5:7,Significantly Below Average
age,LWC,108,113,92,68,58 - 78,57 - 79,2,5:8 to 5:11,Significantly Below Average
age,LWC,108,113,93,69,59 - 79,58 - 80,2,5:8 to 5:11,Significantly Below Average
age,LWC,108,113,94,70,60 - 80,59 - 81,2,5:8 to 5:11,Well Below Average
age,LWC,108,113,95,72,62 - 82,61 - 83,3,5:8 to 5:11,Well Below Average
age,LWC,108,113,96,73,63 - 83,62 - 84,4,6:0 to 6:3,Well Below Average
age,LWC,108,113,97,74,64 - 84,63 - 85,4,6:0 to 6:3,Well Below Average
age,LWC,108,113,98,75,65 - 85,64 - 86,5,6:0 to 6:3,Well Below Average
age,LWC,108,113,99,76,66 - 86,65 - 87,5,6:4 to 6:7,Well Below Average
age,LWC,108,113,100,77,67 - 87,66 - 88,6,6:4 to 6:7,Well Below Average
age,LWC,108,113,101,78,68 - 88,67 - 89,7,6:4 to 6:7,Well Below Average
age,LWC,108,113,102,79,69 - 89,68 - 90,8,6:4 to 6:7,Well Below Average
age,LWC,108,113,103,80,70 - 90,69 - 91,9,6:8 to 6:11,Below Average
age,LWC,108,113,104,82,72 - 92,71 - 93,12,6:8 to 6:11,Below Average
age,LWC,108,113,105,83,73 - 93,72 - 94,13,6:8 to 6:11,Below Average
age,LWC,108,113,106,84,74 - 94,73 - 95,14,7:0 to 7:3,Below Average
age,LWC,108,113,107,85,75 - 95,74 - 96,16,7:0 to 7:3,Below Average
age,LWC,108,113,108,86,76 - 96,75 - 97,18,7:4 to 7:7,Below Average
age,LWC,108,113,109,87,77 - 97,76 - 98,19,7:4 to 7:7,Below Average
age,LWC,108,113,110,88,78 - 98,77 - 99,21,7:4 to 7:7,Below Average
age,LWC,108,113,111,90,80 - 100,79 - 101,25,7:8 to 7:11,Average
age,LWC,108,113,112,91,81 - 101,80 - 102,27,7:8 to 7:11,Average
age,LWC,108,113,113,92,82 - 102,81 - 103,30,8:0 to 8:5,Average
age,LWC,108,113,114,93,83 - 103,82 - 104,32,8:0 to 8:5,Average
age,LWC,108,113,115,94,84 - 104,83 - 105,34,8:0 to 8:5,Average
age,LWC,108,113,116,96,86 - 106,85 - 107,39,8:6 to 8:11,Average
age,LWC,108,113,117,97,87 - 107,86 - 108,42,8:6 to 8:11,Average
age,LWC,108,113,118,98,88 - 108,87 - 109,45,8:6 to 8:11,Average
age,LWC,108,113,119,99,89 - 109,88 - 110,47,9:0 to 9:5,Average
age,LWC,108,113,120,100,90 - 110,89 - 111,50,9:0 to 9:5,Average
age,LWC,108,113,121,102,92 - 112,91 - 113,55,9:6 to 9:11,Average
age,LWC,108,113,122,103,93 - 113,92 - 114,58,9:6 to 9:11,Average
age,LWC,108,113,123,104,94 - 114,93 - 115,61,10:0 to 10:5,Average
age,LWC,108,113,124,105,95 - 115,94 - 116,63,10:0 to 10:5,Average
age,LWC,108,113,125,106,96 - 116,95 - 117,66,10:6 to 10:11,Average
age,LWC,108,113,126,108,98 - 118,97 - 119,70,11:0 to 11:5,Average
age,LWC,108,113,127,109,99 - 119,98 - 120,73,11:6 to 11:11,Average
age,LWC,108,113,128,110,100 - 120,99 - 121,75,13:0 to 13:11,Above Average
age,LWC,108,113,129,111,101 - 121,100 - 122,77,13:0 to 13:11,Above Average
age,LWC,108,113,130,113,103 - 123,102 - 124,81,14:0 to 14:11,Above Average
age,LWC,108,113,131,114,104 - 124,103 - 125,82,14:0 to 14:11,Above Average
age,LWC,108,113,132,115,105 - 125,104 - 126,84,15:0 to 16:11,Above Average
age,LWC,108,113,133,116,106 - 126,105 - 127,86,15:0 to 16:11,Above Average
age,LWC,108,113,134,118,108 - 128,107 - 129,88,15:0 to 16:11,Above Average
age,LWC,108,113,135,119,109 - 129,108 - 130,90,17:0 to 18:11,Above Average
age,LWC,108,113,136,120,110 - 130,109 - 130,91,17:0 to 18:11,Well Above Average
age,LWC,108,113,137,121,111 - 130,110 - 130,92,17:0 to 18:11,Well Above Average
age,LWC,108,113,138,123,113 - 130,112 - 130,94,17:0 to 18:11,Well Above Average
age,LWC,108,113,139,124,114 - 130,113 - 130,95,17:0 to 18:11,Well Above Average
age,LWC,108,113,140,125,115 - 130,114 - 130,95,> stop age,Well Above Average
age,LWC,108,113,141,126,116 - 130,115 - 130,96,> stop age,Well Above Average
age,LWC,108,113,142,128,118 - 130,117 - 130,97,> stop age,Well Above Average
age,LWC,108,113,143,129,119 - 130,118 - 130,97,> stop age,Well Above Average
age,LWC,108,113,144,130,120 - 130,119 - 130,98,> stop age,Well Above Average
age,LWC,108,113,145,130,120 - 130,119 - 130,98,> stop age,Well Above Average
age,LWC,108,113,146,130,120 - 130,119 - 130,98,> stop age,Well Above Average
age,LWC,108,113,147,130,120 - 130,119 - 130,98,> stop age,Well Above Average
age,LWC,108,113,148,130,120 - 130,119 - 130,98,> stop age,Well Above Average
age,LWC,108,113,149,130,120 - 130,119 - 130,98,> stop age,Well Above Average
age,LWC,108,113,150,130,120 - 130,119 - 130,98,> stop age,Well Above Average
age,LWC,108,113,151,130,120 - 130,119 - 130,98,> stop age,Well Above Average
age,LWC,108,113,152,130,120 - 130,119 - 130,98,> stop age,Well Above Average
age,LWC,108,113,153,130,120 - 130,119 - 130,98,> stop age,Well Above Average
age,LWC,108,113,154,130,120 - 130,119 - 130,98,> stop age,Well Above Average
age,LWC,108,113,155,130,120 - 130,119 - 130,98,> stop age,Well Above Average
age,LWC,108,113,156,130,120 - 130,119 - 130,98,> stop age,Well Above Average
age,LWC,108,113,157,130,120 - 130,119 - 130,98,> stop age,Well Above Average
age,LWC,108,113,158,130,120 - 130,119 - 130,98,> stop age,Well Above Average
age,LWC,108,113,159,130,120 - 130,119 - 130,98,> stop age,Well Above Average
age,LWC,108,113,160,130,120 - 130,119 - 130,98,> stop age,Well Above Average
age,LWC,108,113,161,130,120 - 130,119 - 130,98,> stop age,Well Above Average
age,LWC,108,113,162,130,120 - 130,119 - 130,98,> stop age,Well Above Average
age,LWC,108,113,163,130,120 - 130,119 - 130,98,> stop age,Well Above Average
age,LWC,108,113,164,130,120 - 130,119 - 130,98,> stop age,Well Above Average
age,LWC,108,113,165,130,120 - 130,119 - 130,98,> stop age,Well Above Average
age,LWC,108,113,166,130,120 - 130,119 - 130,98,> stop age,Well Above Average
age,LWC,108,113,167,130,120 - 130,119 - 130,98,> stop age,Well Above Average
age,LWC,108,113,168,130,120 - 130,119 - 130,98,> stop age,Well Above Average
age,LWC,114,119,29,40,40 - 50,40 - 51,<.1,< Start age,Significantly Below Average
age,LWC,114,119,30,40,40 - 50,40 - 51,<.1,< Start age,Significantly Below Average
age,LWC,114,119,31,40,40 - 50,40 - 51,<.1,< Start age,Significantly Below Average
age,LWC,114,119,32,40,40 - 50,40 - 51,<.1,< Start age,Significantly Below Average
age,LWC,114,119,33,40,40 - 50,40 - 51,<.1,< Start age,Significantly Below Average
age,LWC,114,119,34,40,40 - 50,40 - 51,<.1,< Start age,Significantly Below Average
age,LWC,114,119,35,40,40 - 50,40 - 51,<.1,< Start age,Significantly Below Average
age,LWC,114,119,36,40,40 - 50,40 - 51,<.1,< Start age,Significantly Below Average
age,LWC,114,119,37,40,40 - 50,40 - 51,<.1,< Start age,Significantly Below Average
age,LWC,114,119,38,40,40 - 50,40 - 51,<.1,< Start age,Significantly Below Average
age,LWC,114,119,39,40,40 - 50,40 - 51,<.1,< Start age,Significantly Below Average
age,LWC,114,119,40,40,40 - 50,40 - 51,<.1,< Start age,Significantly Below Average
age,LWC,114,119,41,40,40 - 50,40 - 51,<.1,< Start age,Significantly Below Average
age,LWC,114,119,42,40,40 - 50,40 - 51,<.1,< Start age,Significantly Below Average
age,LWC,114,119,43,40,40 - 50,40 - 51,<.1,< Start age,Significantly Below Average
age,LWC,114,119,44,40,40 - 50,40 - 51,<.1,< Start age,Significantly Below Average
age,LWC,114,119,45,40,40 - 50,40 - 51,<.1,< Start age,Significantly Below Average
age,LWC,114,119,46,40,40 - 50,40 - 51,<.1,< Start age,Significantly Below Average
age,LWC,114,119,47,40,40 - 50,40 - 51,<.1,< Start age,Significantly Below Average
age,LWC,114,119,48,40,40 - 50,40 - 51,<.1,< Start age,Significantly Below Average
age,LWC,114,119,49,40,40 - 50,40 - 51,<.1,< Start age,Significantly Below Average
age,LWC,114,119,50,40,40 - 50,40 - 51,<.1,< Start age,Significantly Below Average
age,LWC,114,119,51,40,40 - 50,40 - 51,<.1,< Start age,Significantly Below Average
age,LWC,114,119,52,40,40 - 50,40 - 51,<.1,< Start age,Significantly Below Average
age,LWC,114,119,53,40,40 - 50,40 - 51,<.1,< Start age,Significantly Below Average
age,LWC,114,119,54,40,40 - 50,40 - 51,<.1,< Start age,Significantly Below Average
age,LWC,114,119,55,40,40 - 50,40 - 51,<.1,< Start age,Significantly Below Average
age,LWC,114,119,56,40,40 - 50,40 - 51,<.1,< Start age,Significantly Below Average
age,LWC,114,119,57,40,40 - 50,40 - 51,<.1,< Start age,Significantly Below Average
age,LWC,114,119,58,40,40 - 50,40 - 51,<.1,< Start age,Significantly Below Average
age,LWC,114,119,59,40,40 - 50,40 - 51,<.1,< Start age,Significantly Below Average
age,LWC,114,119,60,40,40 - 50,40 - 51,<.1,< Start age,Significantly Below Average
age,LWC,114,119,61,40,40 - 50,40 - 51,<.1,< Start age,Significantly Below Average
age,LWC,114,119,62,40,40 - 50,40 - 51,<.1,< Start age,Significantly Below Average
age,LWC,114,119,63,40,40 - 50,40 - 51,<.1,< Start age,Significantly Below Average
age,LWC,114,119,64,40,40 - 50,40 - 51,<.1,< Start age,Significantly Below Average
age,LWC,114,119,65,40,40 - 50,40 - 51,<.1,< Start age,Significantly Below Average
age,LWC,114,119,66,41,40 - 51,40 - 52,<.1,< Start age,Significantly Below Average
age,LWC,114,119,67,42,40 - 52,40 - 53,<.1,< Start age,Significantly Below Average
age,LWC,114,119,68,43,40 - 53,40 - 54,<.1,< Start age,Significantly Below Average
age,LWC,114,119,69,44,40 - 54,40 - 55,<.1,< Start age,Significantly Below Average
age,LWC,114,119,70,45,40 - 55,40 - 56,<.1,< Start age,Significantly Below Average
age,LWC,114,119,71,46,40 - 56,40 - 57,<.1,< Start age,Significantly Below Average
age,LWC,114,119,72,46,40 - 56,40 - 57,<.1,< Start age,Significantly Below Average
age,LWC,114,119,73,47,40 - 57,40 - 58,<.1,< Start age,Significantly Below Average
age,LWC,114,119,74,48,40 - 58,40 - 59,<.1,< Start age,Significantly Below Average
age,LWC,114,119,75,49,40 - 59,40 - 60,<.1,< Start age,Significantly Below Average
age,LWC,114,119,76,50,40 - 60,40 - 61,0.1,< Start age,Significantly Below Average
age,LWC,114,119,77,51,41 - 61,40 - 62,0.1,< Start age,Significantly Below Average
age,LWC,114,119,78,52,42 - 62,41 - 63,0.1,< Start age,Significantly Below Average
age,LWC,114,119,79,53,43 - 63,42 - 64,0.1,< Start age,Significantly Below Average
age,LWC,114,119,80,54,44 - 64,43 - 65,0.1,< Start age,Significantly Below Average
age,LWC,114,119,81,55,45 - 65,44 - 66,0.1,< Start age,Significantly Below Average
age,LWC,114,119,82,56,46 - 66,45 - 67,0.2,< Start age,Significantly Below Average
age,LWC,114,119,83,57,47 - 67,46 - 68,0.2,5:0 to 5:3,Significantly Below Average
age,LWC,114,119,84,58,48 - 68,47 - 69,0.3,5:0 to 5:3,Significantly Below Average
age,LWC,114,119,85,59,49 - 69,48 - 70,0.3,5:0 to 5:3,Significantly Below Average
age,LWC,114,119,86,60,50 - 70,49 - 71,0.4,5:0 to 5:3,Significantly Below Average
age,LWC,114,119,87,61,51 - 71,50 - 72,0.5,5:0 to 5:3,Significantly Below Average
age,LWC,114,119,88,62,52 - 72,51 - 73,1,5:0 to 5:3,Significantly Below Average
age,LWC,114,119,89,63,53 - 73,52 - 74,1,5:4 to 5:7,Significantly Below Average
age,LWC,114,119,90,64,54 - 74,53 - 75,1,5:4 to 5:7,Significantly Below Average
age,LWC,114,119,91,65,55 - 75,54 - 76,1,5:4 to 5:7,Significantly Below Average
age,LWC,114,119,92,66,56 - 76,55 - 77,1,5:8 to 5:11,Significantly Below Average
age,LWC,114,119,93,67,57 - 77,56 - 78,1,5:8 to 5:11,Significantly Below Average
age,LWC,114,119,94,68,58 - 78,57 - 79,2,5:8 to 5:11,Significantly Below Average
age,LWC,114,119,95,69,59 - 79,58 - 80,2,5:8 to 5:11,Significantly Below Average
age,LWC,114,119,96,70,60 - 80,59 - 81,2,6:0 to 6:3,Well Below Average
age,LWC,114,119,97,71,61 - 81,60 - 82,3,6:0 to 6:3,Well Below Average
age,LWC,114,119,98,72,62 - 82,61 - 83,3,6:0 to 6:3,Well Below Average
age,LWC,114,119,99,73,63 - 83,62 - 84,4,6:4 to 6:7,Well Below Average
age,LWC,114,119,100,74,64 - 84,63 - 85,4,6:4 to 6:7,Well Below Average
age,LWC,114,119,101,76,66 - 86,65 - 87,5,6:4 to 6:7,Well Below Average
age,LWC,114,119,102,77,67 - 87,66 - 88,6,6:4 to 6:7,Well Below Average
age,LWC,114,119,103,78,68 - 88,67 - 89,7,6:8 to 6:11,Well Below Average
age,LWC,114,119,104,79,69 - 89,68 - 90,8,6:8 to 6:11,Well Below Average
age,LWC,114,119,105,80,70 - 90,69 - 91,9,6:8 to 6:11,Below Average
age,LWC,114,119,106,81,71 - 91,70 - 92,10,7:0 to 7:3,Below Average
age,LWC,114,119,107,82,72 - 92,71 - 93,12,7:0 to 7:3,Below Average
age,LWC,114,119,108,84,74 - 94,73 - 95,14,7:4 to 7:7,Below Average
age,LWC,114,119,109,85,75 - 95,74 - 96,16,7:4 to 7:7,Below Average
age,LWC,114,119,110,86,76 - 96,75 - 97,18,7:4 to 7:7,Below Average
age,LWC,114,119,111,87,77 - 97,76 - 98,19,7:8 to 7:11,Below Average
age,LWC,114,119,112,88,78 - 98,77 - 99,21,7:8 to 7:11,Below Average
age,LWC,114,119,113,89,79 - 99,78 - 100,23,8:0 to 8:5,Below Average
age,LWC,114,119,114,91,81 - 101,80 - 102,27,8:0 to 8:5,Average
age,LWC,114,119,115,92,82 - 102,81 - 103,30,8:0 to 8:5,Average
age,LWC,114,119,116,93,83 - 103,82 - 104,32,8:6 to 8:11,Average
age,LWC,114,119,117,94,84 - 104,83 - 105,34,8:6 to 8:11,Average
age,LWC,114,119,118,95,85 - 105,84 - 106,37,8:6 to 8:11,Average
age,LWC,114,119,119,97,87 - 107,86 - 108,42,9:0 to 9:5,Average
age,LWC,114,119,120,98,88 - 108,87 - 109,45,9:0 to 9:5,Average
age,LWC,114,119,121,99,89 - 109,88 - 110,47,9:6 to 9:11,Average
age,LWC,114,119,122,100,90 - 110,89 - 111,50,9:6 to 9:11,Average
age,LWC,114,119,123,102,92 - 112,91 - 113,55,10:0 to 10:5,Average
age,LWC,114,119,124,103,93 - 113,92 - 114,58,10:0 to 10:5,Average
age,LWC,114,119,125,104,94 - 114,93 - 115,61,10:6 to 10:11,Average
age,LWC,114,119,126,105,95 - 115,94 - 116,63,11:0 to 11:5,Average
age,LWC,114,119,127,106,96 - 116,95 - 117,66,11:6 to 11:11,Average
age,LWC,114,119,128,108,98 - 118,97 - 119,70,13:0 to 13:11,Average
age,LWC,114,119,129,109,99 - 119,98 - 120,73,13:0 to 13:11,Average
age,LWC,114,119,130,110,100 - 120,99 - 121,75,14:0 to 14:11,Above Average
age,LWC,114,119,131,112,102 - 122,101 - 123,79,14:0 to 14:11,Above Average
age,LWC,114,119,132,113,103 - 123,102 - 124,81,15:0 to 16:11,Above Average
age,LWC,114,119,133,114,104 - 124,103 - 125,82,15:0 to 16:11,Above Average
age,LWC,114,119,134,115,105 - 125,104 - 126,84,15:0 to 16:11,Above Average
age,LWC,114,119,135,117,107 - 127,106 - 128,87,17:0 to 18:11,Above Average
age,LWC,114,119,136,118,108 - 128,107 - 129,88,17:0 to 18:11,Above Average
age,LWC,114,119,137,119,109 - 129,108 - 130,90,17:0 to 18:11,Above Average
age,LWC,114,119,138,120,110 - 130,109 - 130,91,17:0 to 18:11,Well Above Average
age,LWC,114,119,139,122,112 - 130,111 - 130,93,17:0 to 18:11,Well Above Average
age,LWC,114,119,140,123,113 - 130,112 - 130,94,> stop age,Well Above Average
age,LWC,114,119,141,124,114 - 130,113 - 130,95,> stop age,Well Above Average
age,LWC,114,119,142,125,115 - 130,114 - 130,95,> stop age,Well Above Average
age,LWC,114,119,143,127,117 - 130,116 - 130,96,> stop age,Well Above Average
age,LWC,114,119,144,128,118 - 130,117 - 130,97,> stop age,Well Above Average
age,LWC,114,119,145,129,119 - 130,118 - 130,97,> stop age,Well Above Average
age,LWC,114,119,146,130,120 - 130,119 - 130,98,> stop age,Well Above Average
age,LWC,114,119,147,130,120 - 130,119 - 130,98,> stop age,Well Above Average
age,LWC,114,119,148,130,120 - 130,119 - 130,98,> stop age,Well Above Average
age,LWC,114,119,149,130,120 - 130,119 - 130,98,> stop age,Well Above Average
age,LWC,114,119,150,130,120 - 130,119 - 130,98,> stop age,Well Above Average
age,LWC,114,119,151,130,120 - 130,119 - 130,98,> stop age,Well Above Average
age,LWC,114,119,152,130,120 - 130,119 - 130,98,> stop age,Well Above Average
age,LWC,114,119,153,130,120 - 130,119 - 130,98,> stop age,Well Above Average
age,LWC,114,119,154,130,120 - 130,119 - 130,98,> stop age,Well Above Average
age,LWC,114,119,155,130,120 - 130,119 - 130,98,> stop age,Well Above Average
age,LWC,114,119,156,130,120 - 130,119 - 130,98,> stop age,Well Above Average
age,LWC,114,119,157,130,120 - 130,119 - 130,98,> stop age,Well Above Average
age,LWC,114,119,158,130,120 - 130,119 - 130,98,> stop age,Well Above Average
age,LWC,114,119,159,130,120 - 130,119 - 130,98,> stop age,Well Above Average
age,LWC,114,119,160,130,120 - 130,119 - 130,98,> stop age,Well Above Average
age,LWC,114,119,161,130,120 - 130,119 - 130,98,> stop age,Well Above Average
age,LWC,114,119,162,130,120 - 130,119 - 130,98,> stop age,Well Above Average
age,LWC,114,119,163,130,120 - 130,119 - 130,98,> stop age,Well Above Average
age,LWC,114,119,164,130,120 - 130,119 - 130,98,> stop age,Well Above Average
age,LWC,114,119,165,130,120 - 130,119 - 130,98,> stop age,Well Above Average
age,LWC,114,119,166,130,120 - 130,119 - 130,98,> stop age,Well Above Average
age,LWC,114,119,167,130,120 - 130,119 - 130,98,> stop age,Well Above Average
age,LWC,114,119,168,130,120 - 130,119 - 130,98,> stop age,Well Above Average
age,LWC,120,125,29,40,40 - 50,40 - 51,<.1,< Start age,Significantly Below Average
age,LWC,120,125,30,40,40 - 50,40 - 51,<.1,< Start age,Significantly Below Average
